train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.4863222,0.4863222,0.027355623,0.0
100,1,0.037783377,0.047858942,0.80604535,0.108312346
200,2,0.042288557,0.049751244,0.7960199,0.1119403
300,3,0.045801528,0.061068702,0.81424934,0.07888041
400,4,0.020671835,0.051679585,0.82687336,0.1007752
500,5,0.03241895,0.04488778,0.798005,0.12468828
600,6,0.04040404,0.030303031,0.8080808,0.121212125
700,7,0.030379746,0.04556962,0.8101266,0.11392405
800,8,0.019851116,0.044665013,0.7940447,0.1414392
900,9,0.03685504,0.03685504,0.78624076,0.14004914
1000,10,0.0302267,0.04534005,0.80604535,0.11838791
1100,11,0.015306123,0.045918368,0.81632656,0.12244898
1200,12,0.04691358,0.04197531,0.79012346,0.120987654
1300,13,0.020408163,0.030612245,0.81632656,0.13265306
1400,14,0.040302265,0.04534005,0.80604535,0.108312346
1500,15,0.042394016,0.037406486,0.798005,0.12219451
1600,16,0.05940594,0.03217822,0.7920792,0.116336636
1700,17,0.044665013,0.039702233,0.7940447,0.12158809
1800,18,0.03562341,0.045801528,0.81424934,0.1043257
