step,time_sec,train_neg_log_ppl,val_neg_log_ppl
1,6.174569606781006,-10.573137,
2,6.882726430892944,-10.765203,
3,7.6394243240356445,-10.456112,
4,8.407567977905273,-9.601946,
5,9.14637565612793,-8.798059,
6,9.904423475265503,-7.768272,
7,10.678318500518799,-6.4320116,
8,11.429826974868774,-4.83354,
9,12.187238454818726,-4.127367,
10,12.946353435516357,-2.4483662,
11,13.709336996078491,-1.9367362,
12,14.469855546951294,-1.0159581,
13,15.231334447860718,-0.9146761,
14,15.337369441986084,-0.91544867,
15,16.3372163772583,-1.0404109,
16,17.100138902664185,-1.134519,
17,17.865747928619385,-1.2890848,
18,18.63549304008484,-1.4420657,
19,19.423540353775024,-1.4202116,
20,20.179094791412354,-1.5769118,
21,20.93993639945984,-1.8616906,
22,21.708274364471436,-2.0761716,
23,22.489152669906616,-1.9384118,
24,23.25955867767334,-2.2471771,
25,24.014748334884644,-2.3839934,
26,24.776724815368652,-2.4501162,
27,25.540913820266724,-2.4805017,
28,25.64215087890625,-2.4680307,
29,26.654396057128906,-2.5786896,
30,27.419842004776,-2.6648684,
31,28.184643030166626,-2.7948608,
32,28.95073938369751,-2.9745467,
33,29.71793031692505,-2.8128986,
34,30.481213569641113,-3.0043156,
35,31.247939586639404,-3.3982654,
36,32.017337799072266,-3.6056945,
37,32.784095764160156,-3.267362,
38,33.582478761672974,-3.6493213,
39,34.338489055633545,-3.8303037,
40,35.108988761901855,-3.7792163,
41,35.90805196762085,-3.4328713,
42,36.00616717338562,-3.3796887,
43,36.99745011329651,-3.6288202,
44,37.764991998672485,-3.4361787,
45,38.54530358314514,-3.2784789,
46,39.303131341934204,-3.286329,
47,40.07612371444702,-2.8554041,
48,40.84993553161621,-2.8694258,
49,41.619890213012695,-3.2621608,
50,42.38801455497742,-3.1587248,
51,43.162926197052,-2.4223976,
52,43.93084788322449,-2.3908467,
53,44.705650329589844,-2.2802682,
54,45.497833013534546,-2.5493174,
55,46.27288222312927,-2.3860548,
56,46.37406778335571,-2.5760465,
57,47.37982416152954,-1.6050279,
58,48.1510443687439,-1.2928854,
59,48.92369341850281,-1.3250314,
60,49.69768214225769,-1.7725537,
61,50.47023034095764,-1.3619323,
62,51.24812865257263,-1.2433316,
63,52.03099989891052,-1.5374191,
64,52.802298069000244,-1.148248,
65,53.582298278808594,-0.66001,
66,54.363237380981445,-0.919055,
67,55.14536666870117,-1.0060313,
68,55.916707277297974,-1.0988749,
69,56.69535541534424,-1.2532825,
70,56.79903316497803,-1.0948461,
71,57.761337757110596,-0.81710017,
72,58.53240132331848,-0.61296755,
73,59.31993269920349,-0.6525211,
74,60.09748435020447,-1.3161108,
75,60.88062381744385,-0.98253864,
76,61.669042110443115,-1.1783566,
77,62.45334339141846,-1.8970098,
78,63.238115549087524,-1.8650267,
79,64.02139091491699,-0.69092894,
80,64.80924916267395,-0.8879458,
81,65.5884919166565,-0.6464265,
82,66.37821960449219,-0.67894465,
83,67.1629867553711,-0.77037764,
84,67.2630066871643,-0.69039905,
85,68.32573246955872,-0.76606977,
86,69.11202502250671,-0.599934,
87,69.89612531661987,-0.6483635,
88,70.68694567680359,-1.0440824,
89,71.47257971763611,-0.8590153,
90,72.26554298400879,-1.0447495,
91,73.04998421669006,-1.5265415,
92,73.84329295158386,-1.6297741,
93,74.63204979896545,-0.9741047,
94,75.4284725189209,-1.1350678,
95,76.21240735054016,-0.80417424,
96,77.00099635124207,-0.7638134,
97,77.7877025604248,-0.77043897,
98,77.89159750938416,-0.5493253,
99,78.9235451221466,-0.7019046,
100,80.4561882019043,-0.532845,
101,81.24117493629456,-0.5912553,
102,82.03181266784668,-0.9488469,
103,82.82430028915405,-0.6343633,
104,83.61957454681396,-0.6514866,
105,84.40883994102478,-1.3191003,
106,85.20170283317566,-1.4946642,
107,85.99364137649536,-0.8801366,
108,86.79142355918884,-1.1038909,
109,87.57979393005371,-0.7950133,
110,88.37234926223755,-0.7998252,
111,89.16407942771912,-0.76344585,
112,89.26890134811401,-0.6796766,
113,90.30485796928406,-0.7653291,
114,91.09290170669556,-0.63007426,
115,91.90362024307251,-0.70910776,
116,92.68873381614685,-1.1269739,
117,93.48517036437988,-0.8315073,
118,94.2807047367096,-0.9980327,
119,95.08067440986633,-1.6381167,
120,95.86253714561462,-1.7176661,
121,96.66155648231506,-0.916636,
122,97.45774364471436,-1.0745306,
123,98.25529313087463,-0.7785282,
124,99.05302166938782,-0.7861229,
125,99.84684038162231,-0.8111042,
126,99.95438408851624,-0.81350994,
127,100.94701170921326,-0.7647821,
128,101.74312853813171,-0.6274006,
129,102.53859329223633,-0.64712286,
130,103.33766722679138,-1.137707,
131,104.13176560401917,-0.8633968,
132,104.93718123435974,-0.94500697,
133,105.7346613407135,-1.5615089,
134,106.53091669082642,-1.6577938,
135,107.3388032913208,-1.0418369,
136,108.12828874588013,-1.162828,
137,108.92957139015198,-0.85580045,
138,109.73143529891968,-0.7835624,
139,110.53000211715698,-0.82551044,
140,110.6342101097107,-0.62005365,
141,111.63931703567505,-0.7166349,
142,112.43666815757751,-0.5611728,
143,113.23644065856934,-0.6344766,
144,114.03697800636292,-1.0031972,
145,114.83800458908081,-0.755522,
146,115.64881634712219,-0.83552665,
147,116.45032119750977,-1.388453,
148,117.24661445617676,-1.6408579,
149,118.05181813240051,-0.98804736,
150,118.84597086906433,-1.1384819,
151,119.64751052856445,-0.946929,
152,120.45049238204956,-0.8366417,
153,121.25280976295471,-0.8212948,
154,121.35975050926208,-0.7775916,
155,122.41281247138977,-0.72594386,
156,123.22192239761353,-0.6021892,
157,124.02507710456848,-0.6082532,
158,124.83261847496033,-0.96029645,
159,125.63669562339783,-0.69216204,
160,126.44334483146667,-0.7116035,
161,127.24941825866699,-1.3480737,
162,128.06248021125793,-1.5489645,
163,128.87001538276672,-0.9134588,
164,129.6761336326599,-1.1756289,
165,130.48694109916687,-0.9198328,
166,131.29381251335144,-0.8225145,
167,132.10537886619568,-0.80903506,
168,132.20818090438843,-0.6880643,
169,133.25430464744568,-0.73509693,
170,134.05855703353882,-0.6222912,
171,134.86672568321228,-0.6495263,
172,135.67974376678467,-1.04576,
173,136.48438000679016,-0.8542325,
174,137.30019688606262,-1.0274637,
175,138.11143517494202,-1.4684069,
176,138.91651058197021,-1.5408007,
177,139.73038983345032,-0.8754966,
178,140.5417079925537,-1.1231393,
179,141.35509848594666,-0.9331173,
180,142.1718521118164,-0.8175235,
181,142.99282455444336,-0.8366299,
182,143.10494661331177,-0.8114202,
183,144.18298363685608,-0.73257345,
184,144.99055218696594,-0.6806292,
185,145.80233526229858,-0.7848323,
186,146.62561702728271,-1.1324264,
187,147.4372546672821,-0.86690915,
188,148.25263929367065,-0.8976323,
189,149.06956553459167,-1.2309167,
190,149.881694316864,-1.3222158,
191,150.70509338378906,-0.82372296,
192,151.518394947052,-0.94517946,
193,152.34096479415894,-0.77229464,
194,153.15697026252747,-0.7757547,
195,153.97403836250305,-0.71215457,
196,154.0789806842804,-0.66630185,
197,155.11426210403442,-0.7252766,
198,155.9238839149475,-0.66802335,
199,156.736177444458,-0.72428954,
200,157.8480498790741,-1.0923095,
201,158.66887640953064,-0.9833926,
202,159.48117995262146,-0.93185663,
203,160.29670310020447,-1.3523057,
204,161.11259245872498,-1.3636,
205,161.93938326835632,-0.6801194,
206,162.75184631347656,-0.8470022,
207,163.56885695457458,-0.7019247,
208,164.38892269134521,-0.6702317,
209,165.20581698417664,-0.72745824,
210,165.30998182296753,-0.47371298,
211,166.409836769104,-0.6976662,
212,167.23368525505066,-0.63800335,
213,168.0416488647461,-0.7275948,
214,168.85782527923584,-1.0013883,
215,169.67828130722046,-0.87993246,
216,170.5060429573059,-0.8912353,
217,171.31965494155884,-1.3064802,
218,172.14834332466125,-1.3283668,
219,172.97092628479004,-0.59221727,
220,173.78849935531616,-0.72817713,
221,174.6067373752594,-0.63660294,
222,175.43379759788513,-0.6307498,
223,176.24461936950684,-0.5760195,
224,176.3481810092926,-0.44681188,
225,177.38007187843323,-0.72549534,
226,178.192720413208,-0.64776444,
227,179.01743268966675,-0.7971825,
228,179.8346176147461,-1.0012519,
229,180.6633915901184,-0.7781124,
230,181.480233669281,-0.7197959,
231,182.2973268032074,-0.8156478,
232,183.11353158950806,-0.8598429,
233,183.93388605117798,-0.5784906,
234,184.75350499153137,-0.66120607,
235,185.5807499885559,-0.5774821,
236,186.40464162826538,-0.6132283,
237,187.22556591033936,-0.63439304,
238,187.32952237129211,-0.60050917,
239,188.3465118408203,-0.74362886,
240,189.16295337677002,-0.7002896,
241,189.9819598197937,-0.7145442,
242,190.80137395858765,-0.6595896,
243,191.62854290008545,-0.53706336,
244,192.4495973587036,-0.5759137,
245,193.27512526512146,-0.8148639,
246,194.09534764289856,-0.9539269,
247,194.91831421852112,-0.54207486,
248,195.73687195777893,-0.64560694,
249,196.55691075325012,-0.7978438,
250,197.38461685180664,-0.7454412,
251,198.2097933292389,-0.6002636,
252,198.3172390460968,-0.3920207,
253,199.38373970985413,-0.6469729,
254,200.19318222999573,-0.6901554,
255,201.01458144187927,-0.6285753,
256,201.8407633304596,-0.76513374,
257,202.6700963973999,-0.7583274,
258,203.4855020046234,-0.68766075,
259,204.3087809085846,-0.56286013,
260,205.13722586631775,-1.0818725,
261,205.967679977417,-0.62126136,
262,206.79604411125183,-0.5746833,
263,207.6275293827057,-0.6182654,
264,208.46108150482178,-0.65964067,
265,209.30285334587097,-0.8110573,
266,209.3990478515625,-0.4219278,
267,210.40749549865723,-0.7248409,
268,211.21906757354736,-0.59227234,
269,212.03925728797913,-0.67909324,
270,212.86228919029236,-0.83748645,
271,213.68120312690735,-0.71924704,
272,214.50084519386292,-0.71942675,
273,215.32421803474426,-0.7058127,
274,216.14232110977173,-0.6762938,
275,216.95793271064758,-0.5473363,
276,217.78941440582275,-0.5467986,
277,218.6101107597351,-0.6485685,
278,219.42058730125427,-0.7530467,
279,220.23797607421875,-1.0114194,
280,220.35277652740479,-0.44524166,
281,221.3498375415802,-0.7938719,
282,222.1698637008667,-0.95507026,
283,222.9958221912384,-0.7619037,
284,223.8177626132965,-0.7909457,
285,224.63509821891785,-0.6364765,
286,225.44818878173828,-0.57872194,
287,226.26968789100647,-0.70659524,
288,227.08360838890076,-0.8283373,
289,227.89960432052612,-0.550462,
290,228.72313833236694,-0.5850491,
291,229.54481053352356,-0.69783056,
292,230.36849570274353,-0.6907673,
293,231.1874508857727,-0.740331,
294,231.2963411808014,-0.5317697,
295,232.33601593971252,-0.72705925,
296,233.15022611618042,-0.6196578,
297,233.97220969200134,-0.6380574,
298,234.7916443347931,-0.7997416,
299,235.60678148269653,-0.67073363,
300,236.71867895126343,-0.5993219,
301,237.5484426021576,-0.6022544,
302,238.37167167663574,-0.785945,
303,239.18485236167908,-0.60470533,
304,240.0098433494568,-0.64018965,
305,240.82599878311157,-0.79842603,
306,241.65454387664795,-0.6604317,
307,242.47267293930054,-0.68148476,
308,242.57862448692322,-0.38825217,
309,243.63397645950317,-0.69944644,
310,244.45667934417725,-0.67021865,
311,245.27476978302002,-0.8202185,
312,246.09776759147644,-0.68615824,
313,246.92305374145508,-0.8046315,
314,247.73619842529297,-0.6506493,
315,248.5674593448639,-0.7229441,
316,249.38917899131775,-0.9425473,
317,250.200124502182,-0.57382,
318,251.03077030181885,-0.5490574,
319,251.84372663497925,-0.63254666,
320,252.6677005290985,-0.67820096,
321,253.49012994766235,-0.60998595,
322,253.60284805297852,-0.35500723,
323,254.64660477638245,-0.70552766,
324,255.45370268821716,-0.8222468,
325,256.2921824455261,-0.83566636,
326,257.1161799430847,-0.71649796,
327,257.92868638038635,-0.5837635,
328,258.7404329776764,-0.53389746,
329,259.5689013004303,-0.53874004,
330,260.39062237739563,-0.60489285,
331,261.2167522907257,-0.57737494,
332,262.04442024230957,-0.6881283,
333,262.86747789382935,-0.7125904,
334,263.6828315258026,-0.7052813,
335,264.50973296165466,-0.5822244,
336,264.61308336257935,-0.3562244,
337,265.78223156929016,-0.7605846,
338,266.60177993774414,-0.61578286,
339,267.43567299842834,-0.62047267,
340,268.25229501724243,-0.6949685,
341,269.0796649456024,-0.7517886,
342,269.9025104045868,-0.68798244,
343,270.72945761680603,-0.59753937,
344,271.5532457828522,-0.95784616,
345,272.37487292289734,-0.49341592,
346,273.1987392902374,-0.5025014,
347,274.0225443840027,-0.6376766,
348,274.8466696739197,-0.6886833,
349,275.6686797142029,-0.7909417,
350,275.77428579330444,-0.40767968,
351,276.8024070262909,-0.77818847,
352,277.62245202064514,-0.69410026,
353,278.4544401168823,-0.723613,
354,279.2718279361725,-0.74074733,
355,280.0951066017151,-0.56006706,
356,280.9131636619568,-0.5381044,
357,281.7342154979706,-0.5098398,
358,282.5587875843048,-0.61067563,
359,283.3899300098419,-0.5705782,
360,284.2034840583801,-0.65373504,
361,285.0326495170593,-0.8071937,
362,285.8577551841736,-0.78268623,
363,286.6800901889801,-0.7659522,
364,286.7828516960144,-0.35814938,
365,287.8395526409149,-0.6592397,
366,288.65734601020813,-0.66659135,
367,289.4740180969238,-0.698192,
368,290.2991144657135,-0.598596,
369,291.1211016178131,-0.529573,
370,291.9408071041107,-0.7191683,
371,292.76213359832764,-1.1600163,
372,293.5914182662964,-0.8774233,
373,294.40981817245483,-0.56600755,
374,295.23221731185913,-0.60531634,
375,296.0539424419403,-0.72031367,
376,296.8796043395996,-0.55227196,
377,297.70794320106506,-0.5780804,
378,297.81219267845154,-0.4839278,
379,298.86052322387695,-0.6530588,
380,299.6816337108612,-0.7398532,
381,300.50191378593445,-0.74315345,
382,301.33274102211,-0.80436003,
383,302.1561107635498,-0.55182695,
384,302.9779622554779,-0.50308067,
385,303.8000020980835,-0.53922105,
386,304.6215696334839,-0.67258275,
387,305.4478106498718,-0.63043004,
388,306.26890444755554,-0.6278199,
389,307.1022779941559,-0.78666764,
390,307.9334280490875,-0.7393591,
391,308.75422286987305,-0.55402464,
392,308.86176085472107,-0.37674993,
393,309.8747556209564,-0.549107,
394,310.70032000541687,-0.6362929,
395,311.5177857875824,-0.59279656,
396,312.343142747879,-0.67000437,
397,313.1784279346466,-0.68673974,
398,313.99488592147827,-0.68887407,
399,314.82460737228394,-0.5475278,
400,315.94827222824097,-0.6533761,
401,316.7791702747345,-0.5365153,
402,317.59776544570923,-0.6973453,
403,318.42466473579407,-0.6876053,
404,319.2519438266754,-0.66747105,
405,320.08136439323425,-0.66848326,
406,320.1876757144928,-0.36362258,
407,321.2049648761749,-0.537431,
408,322.03396105766296,-0.60134757,
409,322.8657829761505,-0.6811417,
410,323.69499158859253,-0.5530249,
411,324.52043414115906,-0.5607469,
412,325.3511517047882,-0.73817676,
413,326.17211866378784,-0.67240393,
414,326.9971160888672,-0.63786155,
415,327.8216814994812,-0.59752876,
416,328.64093804359436,-0.60340255,
417,329.461168050766,-0.78478533,
418,330.30589032173157,-0.6492817,
419,331.11883759498596,-0.47665513,
420,331.2235617637634,-0.71596104,
421,332.2583019733429,-0.43080354,
422,333.09297943115234,-0.50109273,
423,333.9079351425171,-0.66525793,
424,334.73656964302063,-0.7448761,
425,335.5789632797241,-0.6375277,
426,336.39170360565186,-0.69589984,
427,337.2185983657837,-0.6425913,
428,338.0485944747925,-0.76374066,
429,338.87263894081116,-0.56641376,
430,339.70027446746826,-0.48296937,
431,340.52695417404175,-0.5718468,
432,341.35119700431824,-0.6691919,
433,342.17586183547974,-0.6302895,
434,342.28388142585754,-0.4019503,
435,343.3064205646515,-0.51842594,
436,344.1288216114044,-0.6654832,
437,344.95763897895813,-0.7081832,
438,345.77943205833435,-0.54966027,
439,346.60997438430786,-0.47991464,
440,347.4345009326935,-0.5421225,
441,348.2624201774597,-0.5038423,
442,349.0892724990845,-0.57417434,
443,349.9154598712921,-0.54840964,
444,350.74341797828674,-0.5970973,
445,351.5736548900604,-0.74884784,
446,352.3935446739197,-0.9235381,
447,353.2310552597046,-0.79586756,
448,353.3340108394623,-0.3698248,
449,354.4584937095642,-0.4583222,
450,355.2860999107361,-0.5177539,
451,356.1183428764343,-0.61237353,
452,356.94810795783997,-0.7039149,
453,357.77209639549255,-0.62201464,
454,358.5946536064148,-0.68098694,
455,359.425484418869,-0.69231004,
456,360.25446915626526,-0.80778974,
457,361.07856822013855,-0.4933606,
458,361.90163946151733,-0.5501179,
459,362.73450994491577,-0.7567971,
460,363.5537269115448,-0.6586412,
461,364.3804304599762,-0.4754759,
462,364.48713088035583,-0.36243448,
463,365.52566933631897,-0.59188724,
464,366.350754737854,-0.67002386,
465,367.181622505188,-0.5121404,
466,368.0125551223755,-0.5340211,
467,368.8404040336609,-0.51950735,
468,369.6651620864868,-0.59323436,
469,370.4894931316376,-0.59034526,
470,371.31277203559875,-0.56123114,
471,372.1495530605316,-0.5689107,
472,372.98384737968445,-0.5464964,
473,373.8001208305359,-0.7459294,
474,374.628769159317,-0.5383281,
475,375.45718026161194,-0.5176617,
476,375.56138491630554,-0.35993877,
477,376.61071586608887,-0.5266615,
478,377.42996525764465,-0.4737646,
479,378.2544572353363,-0.582623,
480,379.0764148235321,-0.6154433,
481,379.9064984321594,-0.60181534,
482,380.7352752685547,-0.6119958,
483,381.5610098838806,-0.4646585,
484,382.38584566116333,-0.558438,
485,383.21230816841125,-0.45779917,
486,384.03416657447815,-0.6251916,
487,384.8561997413635,-0.7174719,
488,385.6800801753998,-0.47543034,
489,386.5119559764862,-0.37925014,
490,386.6133768558502,-0.85755944,
491,387.672048330307,-0.45178324,
492,388.4962842464447,-0.4819829,
493,389.3231120109558,-0.5082867,
494,390.1480338573456,-0.5348937,
495,390.9698896408081,-0.458605,
496,391.79575395584106,-0.47810194,
497,392.62100553512573,-0.37280193,
498,393.4432830810547,-0.44299674,
499,394.2652714252472,-0.41867098,
500,395.3729999065399,-0.4575925,
501,396.1951894760132,-0.42613208,
502,397.02167105674744,-0.48307118,
503,397.84772181510925,-0.46867916,
504,397.9585177898407,-0.39668983,
505,399.00620341300964,-0.44231892,
506,399.8329210281372,-0.5623991,
507,400.6658957004547,-0.45209736,
508,401.4999632835388,-0.44888705,
509,402.3173015117645,-0.38311213,
510,403.1492323875427,-0.39381748,
511,403.97777915000916,-0.5313544,
512,404.8096377849579,-0.58266914,
513,405.6236741542816,-0.51895136,
514,406.443514585495,-0.4764388,
515,407.2738094329834,-0.5092063,
516,408.0929000377655,-0.55419165,
517,408.9202916622162,-0.44294843,
518,409.0269069671631,-0.35515368,
519,410.03449177742004,-0.43375748,
520,410.84973764419556,-0.4329967,
521,411.6755790710449,-0.45921877,
522,412.50203680992126,-0.79572725,
523,413.32756781578064,-0.40797156,
524,414.15297961235046,-0.5089866,
525,414.98157715797424,-0.42061687,
526,415.8066210746765,-0.4640561,
527,416.62881994247437,-0.51386863,
528,417.45546436309814,-0.48369965,
529,418.278005361557,-0.42161077,
530,419.10208797454834,-0.49518782,
531,419.92581725120544,-0.4245366,
532,420.03072214126587,-0.41192946,
533,421.0586552619934,-0.50501776,
534,421.8829355239868,-0.6401459,
535,422.70955991744995,-0.62326515,
536,423.5332028865814,-0.65817654,
537,424.36146545410156,-0.43757746,
538,425.18811678886414,-0.43143386,
539,426.0147862434387,-0.4323951,
