layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.22314094
input_transformers.layers.0.ffn.gate,1,0.04264641
input_transformers.layers.0.ffn.gate,2,0.023523832
input_transformers.layers.0.ffn.gate,3,0.11749235
input_transformers.layers.0.ffn.gate,4,0.13211603
input_transformers.layers.0.ffn.gate,5,0.11078236
input_transformers.layers.0.ffn.gate,6,0.13246083
input_transformers.layers.0.ffn.gate,7,0.21783726
input_transformers.layers.1.ffn.gate,0,0.30013955
input_transformers.layers.1.ffn.gate,1,0.032682266
input_transformers.layers.1.ffn.gate,2,0.032621097
input_transformers.layers.1.ffn.gate,3,0.28995427
input_transformers.layers.1.ffn.gate,4,0.04136881
input_transformers.layers.1.ffn.gate,5,0.19438183
input_transformers.layers.1.ffn.gate,6,0.06090715
input_transformers.layers.1.ffn.gate,7,0.04794501
input_transformers.layers.2.ffn.gate,0,0.18137385
input_transformers.layers.2.ffn.gate,1,0.17913504
input_transformers.layers.2.ffn.gate,2,0.039496753
input_transformers.layers.2.ffn.gate,3,0.10053132
input_transformers.layers.2.ffn.gate,4,0.031343985
input_transformers.layers.2.ffn.gate,5,0.06740657
input_transformers.layers.2.ffn.gate,6,0.069214575
input_transformers.layers.2.ffn.gate,7,0.33149797
input_transformers.layers.3.ffn.gate,0,0.050458178
input_transformers.layers.3.ffn.gate,1,0.019394139
input_transformers.layers.3.ffn.gate,2,0.048226934
input_transformers.layers.3.ffn.gate,3,0.11413534
input_transformers.layers.3.ffn.gate,4,0.027462203
input_transformers.layers.3.ffn.gate,5,0.059224725
input_transformers.layers.3.ffn.gate,6,0.38593048
input_transformers.layers.3.ffn.gate,7,0.295168
input_transformers.layers.4.ffn.gate,0,0.12117883
input_transformers.layers.4.ffn.gate,1,0.011615006
input_transformers.layers.4.ffn.gate,2,0.2990026
input_transformers.layers.4.ffn.gate,3,0.025318865
input_transformers.layers.4.ffn.gate,4,0.23109308
input_transformers.layers.4.ffn.gate,5,0.2711241
input_transformers.layers.4.ffn.gate,6,0.018997774
input_transformers.layers.4.ffn.gate,7,0.02166978
input_transformers.layers.5.ffn.gate,0,0.6766272
input_transformers.layers.5.ffn.gate,1,0.018932521
input_transformers.layers.5.ffn.gate,2,0.022223078
input_transformers.layers.5.ffn.gate,3,0.043506138
input_transformers.layers.5.ffn.gate,4,0.0791182
input_transformers.layers.5.ffn.gate,5,0.035957176
input_transformers.layers.5.ffn.gate,6,0.043679133
input_transformers.layers.5.ffn.gate,7,0.079956606
input_transformers.layers.6.ffn.gate,0,0.044773635
input_transformers.layers.6.ffn.gate,1,0.025492966
input_transformers.layers.6.ffn.gate,2,0.027272623
input_transformers.layers.6.ffn.gate,3,0.05949822
input_transformers.layers.6.ffn.gate,4,0.6394074
input_transformers.layers.6.ffn.gate,5,0.005616854
input_transformers.layers.6.ffn.gate,6,0.122485735
input_transformers.layers.6.ffn.gate,7,0.07545257
input_transformers.layers.7.ffn.gate,0,0.04471343
input_transformers.layers.7.ffn.gate,1,0.029325431
input_transformers.layers.7.ffn.gate,2,0.043658756
input_transformers.layers.7.ffn.gate,3,0.062573515
input_transformers.layers.7.ffn.gate,4,0.010890024
input_transformers.layers.7.ffn.gate,5,0.06116003
input_transformers.layers.7.ffn.gate,6,0.052025866
input_transformers.layers.7.ffn.gate,7,0.6956531
input_transformers.layers.8.ffn.gate,0,0.05202971
input_transformers.layers.8.ffn.gate,1,0.0048417463
input_transformers.layers.8.ffn.gate,2,0.039125357
input_transformers.layers.8.ffn.gate,3,0.6570089
input_transformers.layers.8.ffn.gate,4,0.034152832
input_transformers.layers.8.ffn.gate,5,0.03447543
input_transformers.layers.8.ffn.gate,6,0.053864866
input_transformers.layers.8.ffn.gate,7,0.12450119
input_transformers.layers.9.ffn.gate,0,0.4434871
input_transformers.layers.9.ffn.gate,1,0.44574386
input_transformers.layers.9.ffn.gate,2,0.027661173
input_transformers.layers.9.ffn.gate,3,0.016968295
input_transformers.layers.9.ffn.gate,4,0.012131242
input_transformers.layers.9.ffn.gate,5,0.0130640445
input_transformers.layers.9.ffn.gate,6,0.008108017
input_transformers.layers.9.ffn.gate,7,0.032836232
input_transformers.layers.10.ffn.gate,0,0.005471074
input_transformers.layers.10.ffn.gate,1,0.039306454
input_transformers.layers.10.ffn.gate,2,0.092852466
input_transformers.layers.10.ffn.gate,3,0.056497995
input_transformers.layers.10.ffn.gate,4,0.035668217
input_transformers.layers.10.ffn.gate,5,0.029312428
input_transformers.layers.10.ffn.gate,6,0.71697986
input_transformers.layers.10.ffn.gate,7,0.023911564
input_transformers.layers.11.ffn.gate,0,0.18929724
input_transformers.layers.11.ffn.gate,1,0.045340095
input_transformers.layers.11.ffn.gate,2,0.008727939
input_transformers.layers.11.ffn.gate,3,0.09641245
input_transformers.layers.11.ffn.gate,4,0.08259059
input_transformers.layers.11.ffn.gate,5,0.016252344
input_transformers.layers.11.ffn.gate,6,0.54353243
input_transformers.layers.11.ffn.gate,7,0.017846938
