layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.18702894
input_transformers.layers.0.ffn.gate,1,0.051120445
input_transformers.layers.0.ffn.gate,2,0.035382014
input_transformers.layers.0.ffn.gate,3,0.14036529
input_transformers.layers.0.ffn.gate,4,0.13181666
input_transformers.layers.0.ffn.gate,5,0.14173305
input_transformers.layers.0.ffn.gate,6,0.1271497
input_transformers.layers.0.ffn.gate,7,0.18540388
input_transformers.layers.1.ffn.gate,0,0.22007935
input_transformers.layers.1.ffn.gate,1,0.036911394
input_transformers.layers.1.ffn.gate,2,0.08599732
input_transformers.layers.1.ffn.gate,3,0.21654814
input_transformers.layers.1.ffn.gate,4,0.09944171
input_transformers.layers.1.ffn.gate,5,0.19102201
input_transformers.layers.1.ffn.gate,6,0.07324876
input_transformers.layers.1.ffn.gate,7,0.07675135
input_transformers.layers.2.ffn.gate,0,0.18098164
input_transformers.layers.2.ffn.gate,1,0.20361611
input_transformers.layers.2.ffn.gate,2,0.05395841
input_transformers.layers.2.ffn.gate,3,0.13869771
input_transformers.layers.2.ffn.gate,4,0.046578716
input_transformers.layers.2.ffn.gate,5,0.029233415
input_transformers.layers.2.ffn.gate,6,0.14481236
input_transformers.layers.2.ffn.gate,7,0.20212163
input_transformers.layers.3.ffn.gate,0,0.056724384
input_transformers.layers.3.ffn.gate,1,0.018319903
input_transformers.layers.3.ffn.gate,2,0.0390821
input_transformers.layers.3.ffn.gate,3,0.23826765
input_transformers.layers.3.ffn.gate,4,0.06449851
input_transformers.layers.3.ffn.gate,5,0.037259918
input_transformers.layers.3.ffn.gate,6,0.27702492
input_transformers.layers.3.ffn.gate,7,0.2688226
input_transformers.layers.4.ffn.gate,0,0.21720251
input_transformers.layers.4.ffn.gate,1,0.049840532
input_transformers.layers.4.ffn.gate,2,0.25391144
input_transformers.layers.4.ffn.gate,3,0.0423259
input_transformers.layers.4.ffn.gate,4,0.24335116
input_transformers.layers.4.ffn.gate,5,0.15432085
input_transformers.layers.4.ffn.gate,6,0.026210811
input_transformers.layers.4.ffn.gate,7,0.012836826
input_transformers.layers.5.ffn.gate,0,0.55637664
input_transformers.layers.5.ffn.gate,1,0.024882792
input_transformers.layers.5.ffn.gate,2,0.024980187
input_transformers.layers.5.ffn.gate,3,0.05233373
input_transformers.layers.5.ffn.gate,4,0.052913316
input_transformers.layers.5.ffn.gate,5,0.057222396
input_transformers.layers.5.ffn.gate,6,0.11253911
input_transformers.layers.5.ffn.gate,7,0.11875179
input_transformers.layers.6.ffn.gate,0,0.019586245
input_transformers.layers.6.ffn.gate,1,0.04817916
input_transformers.layers.6.ffn.gate,2,0.045961607
input_transformers.layers.6.ffn.gate,3,0.029264156
input_transformers.layers.6.ffn.gate,4,0.4117462
input_transformers.layers.6.ffn.gate,5,0.019210588
input_transformers.layers.6.ffn.gate,6,0.34983125
input_transformers.layers.6.ffn.gate,7,0.076220796
input_transformers.layers.7.ffn.gate,0,0.04111452
input_transformers.layers.7.ffn.gate,1,0.0606033
input_transformers.layers.7.ffn.gate,2,0.05207879
input_transformers.layers.7.ffn.gate,3,0.03943374
input_transformers.layers.7.ffn.gate,4,0.08926026
input_transformers.layers.7.ffn.gate,5,0.06625972
input_transformers.layers.7.ffn.gate,6,0.036128886
input_transformers.layers.7.ffn.gate,7,0.6151207
input_transformers.layers.8.ffn.gate,0,0.04731815
input_transformers.layers.8.ffn.gate,1,0.017699288
input_transformers.layers.8.ffn.gate,2,0.061660774
input_transformers.layers.8.ffn.gate,3,0.64419764
input_transformers.layers.8.ffn.gate,4,0.046814974
input_transformers.layers.8.ffn.gate,5,0.07750847
input_transformers.layers.8.ffn.gate,6,0.035709243
input_transformers.layers.8.ffn.gate,7,0.06909142
input_transformers.layers.9.ffn.gate,0,0.21451692
input_transformers.layers.9.ffn.gate,1,0.5860494
input_transformers.layers.9.ffn.gate,2,0.040506
input_transformers.layers.9.ffn.gate,3,0.049767938
input_transformers.layers.9.ffn.gate,4,0.039571654
input_transformers.layers.9.ffn.gate,5,0.02507499
input_transformers.layers.9.ffn.gate,6,0.030798944
input_transformers.layers.9.ffn.gate,7,0.013714192
input_transformers.layers.10.ffn.gate,0,0.022710597
input_transformers.layers.10.ffn.gate,1,0.022118278
input_transformers.layers.10.ffn.gate,2,0.12740937
input_transformers.layers.10.ffn.gate,3,0.06556789
input_transformers.layers.10.ffn.gate,4,0.030943783
input_transformers.layers.10.ffn.gate,5,0.02049635
input_transformers.layers.10.ffn.gate,6,0.6239918
input_transformers.layers.10.ffn.gate,7,0.086761996
input_transformers.layers.11.ffn.gate,0,0.051254507
input_transformers.layers.11.ffn.gate,1,0.0783956
input_transformers.layers.11.ffn.gate,2,0.022097602
input_transformers.layers.11.ffn.gate,3,0.013369408
input_transformers.layers.11.ffn.gate,4,0.3921864
input_transformers.layers.11.ffn.gate,5,0.06739869
input_transformers.layers.11.ffn.gate,6,0.34758973
input_transformers.layers.11.ffn.gate,7,0.027708067
