layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.24334802
input_transformers.layers.0.ffn.gate,1,0.042539
input_transformers.layers.0.ffn.gate,2,0.021921689
input_transformers.layers.0.ffn.gate,3,0.085764006
input_transformers.layers.0.ffn.gate,4,0.12067426
input_transformers.layers.0.ffn.gate,5,0.13497369
input_transformers.layers.0.ffn.gate,6,0.10948781
input_transformers.layers.0.ffn.gate,7,0.2412915
input_transformers.layers.1.ffn.gate,0,0.3423062
input_transformers.layers.1.ffn.gate,1,0.026351314
input_transformers.layers.1.ffn.gate,2,0.06225596
input_transformers.layers.1.ffn.gate,3,0.12253327
input_transformers.layers.1.ffn.gate,4,0.05292247
input_transformers.layers.1.ffn.gate,5,0.24810906
input_transformers.layers.1.ffn.gate,6,0.061612688
input_transformers.layers.1.ffn.gate,7,0.08390908
input_transformers.layers.2.ffn.gate,0,0.13706502
input_transformers.layers.2.ffn.gate,1,0.21967953
input_transformers.layers.2.ffn.gate,2,0.029153122
input_transformers.layers.2.ffn.gate,3,0.14179866
input_transformers.layers.2.ffn.gate,4,0.0412568
input_transformers.layers.2.ffn.gate,5,0.053184837
input_transformers.layers.2.ffn.gate,6,0.056180347
input_transformers.layers.2.ffn.gate,7,0.32168174
input_transformers.layers.3.ffn.gate,0,0.04222675
input_transformers.layers.3.ffn.gate,1,0.015007657
input_transformers.layers.3.ffn.gate,2,0.0203693
input_transformers.layers.3.ffn.gate,3,0.3777256
input_transformers.layers.3.ffn.gate,4,0.02529833
input_transformers.layers.3.ffn.gate,5,0.021008955
input_transformers.layers.3.ffn.gate,6,0.3615794
input_transformers.layers.3.ffn.gate,7,0.13678403
input_transformers.layers.4.ffn.gate,0,0.055958685
input_transformers.layers.4.ffn.gate,1,0.024391051
input_transformers.layers.4.ffn.gate,2,0.44596267
input_transformers.layers.4.ffn.gate,3,0.068395704
input_transformers.layers.4.ffn.gate,4,0.34208027
input_transformers.layers.4.ffn.gate,5,0.024825586
input_transformers.layers.4.ffn.gate,6,0.022612168
input_transformers.layers.4.ffn.gate,7,0.015773876
input_transformers.layers.5.ffn.gate,0,0.59165114
input_transformers.layers.5.ffn.gate,1,0.02545883
input_transformers.layers.5.ffn.gate,2,0.015682293
input_transformers.layers.5.ffn.gate,3,0.0597809
input_transformers.layers.5.ffn.gate,4,0.044624694
input_transformers.layers.5.ffn.gate,5,0.030942917
input_transformers.layers.5.ffn.gate,6,0.17423698
input_transformers.layers.5.ffn.gate,7,0.057622205
input_transformers.layers.6.ffn.gate,0,0.014712724
input_transformers.layers.6.ffn.gate,1,0.025361126
input_transformers.layers.6.ffn.gate,2,0.079640046
input_transformers.layers.6.ffn.gate,3,0.02773808
input_transformers.layers.6.ffn.gate,4,0.46091065
input_transformers.layers.6.ffn.gate,5,0.02693724
input_transformers.layers.6.ffn.gate,6,0.12306604
input_transformers.layers.6.ffn.gate,7,0.24163415
input_transformers.layers.7.ffn.gate,0,0.026336927
input_transformers.layers.7.ffn.gate,1,0.07235792
input_transformers.layers.7.ffn.gate,2,0.026692761
input_transformers.layers.7.ffn.gate,3,0.050949484
input_transformers.layers.7.ffn.gate,4,0.074348725
input_transformers.layers.7.ffn.gate,5,0.060933903
input_transformers.layers.7.ffn.gate,6,0.01570219
input_transformers.layers.7.ffn.gate,7,0.6726782
input_transformers.layers.8.ffn.gate,0,0.02894559
input_transformers.layers.8.ffn.gate,1,0.0070346603
input_transformers.layers.8.ffn.gate,2,0.06870941
input_transformers.layers.8.ffn.gate,3,0.7106245
input_transformers.layers.8.ffn.gate,4,0.031388037
input_transformers.layers.8.ffn.gate,5,0.081088714
input_transformers.layers.8.ffn.gate,6,0.031158127
input_transformers.layers.8.ffn.gate,7,0.04105094
input_transformers.layers.9.ffn.gate,0,0.3951242
input_transformers.layers.9.ffn.gate,1,0.3195174
input_transformers.layers.9.ffn.gate,2,0.023457551
input_transformers.layers.9.ffn.gate,3,0.018101431
input_transformers.layers.9.ffn.gate,4,0.0079674255
input_transformers.layers.9.ffn.gate,5,0.19462788
input_transformers.layers.9.ffn.gate,6,0.028385906
input_transformers.layers.9.ffn.gate,7,0.0128181735
input_transformers.layers.10.ffn.gate,0,0.019900275
input_transformers.layers.10.ffn.gate,1,0.024587668
input_transformers.layers.10.ffn.gate,2,0.07457364
input_transformers.layers.10.ffn.gate,3,0.050805286
input_transformers.layers.10.ffn.gate,4,0.015372146
input_transformers.layers.10.ffn.gate,5,0.015121153
input_transformers.layers.10.ffn.gate,6,0.7092734
input_transformers.layers.10.ffn.gate,7,0.090366445
input_transformers.layers.11.ffn.gate,0,0.10328471
input_transformers.layers.11.ffn.gate,1,0.076811016
input_transformers.layers.11.ffn.gate,2,0.027942516
input_transformers.layers.11.ffn.gate,3,0.16697788
input_transformers.layers.11.ffn.gate,4,0.5664154
input_transformers.layers.11.ffn.gate,5,0.015685288
input_transformers.layers.11.ffn.gate,6,0.019227073
input_transformers.layers.11.ffn.gate,7,0.023656165
