train_step,log_step_index,expert_0,expert_1,expert_2,expert_3,expert_4,expert_5,expert_6,expert_7
0,0,0.08443272,0.59102905,0.05540897,0.013192612,0.029023746,0.13192612,0.050131924,0.044854883
100,1,0.075581394,0.6511628,0.037790697,0.029069768,0.034883723,0.07848837,0.05232558,0.040697675
200,2,0.103896104,0.58181816,0.025974026,0.018181818,0.012987013,0.18441558,0.051948052,0.02077922
300,3,0.44444445,0.03968254,0.017857144,0.017857144,0.013888889,0.43055555,0.025793651,0.009920635
400,4,0.448,0.448,0.024,0.018,0.014,0.036,0.004,0.008
500,5,0.3527559,0.3527559,0.015748031,0.012598425,0.0031496063,0.23779528,0.02519685,0.0
600,6,0.3783784,0.3783784,0.02027027,0.033783782,0.0,0.16891892,0.013513514,0.006756757
700,7,0.31504923,0.31504923,0.015471167,0.008438818,0.0028129395,0.31504923,0.021097047,0.007032349
800,8,0.43243244,0.43243244,0.021235522,0.013513514,0.005791506,0.046332046,0.03088803,0.017374517
900,9,0.32416788,0.32416788,0.013024602,0.011577424,0.002894356,0.29667148,0.017366135,0.010130246
1000,10,0.34728682,0.29767442,0.009302326,0.010852713,0.0031007752,0.30852714,0.020155039,0.0031007752
1100,11,0.3916084,0.16608392,0.026223777,0.012237762,0.006993007,0.3846154,0.005244755,0.006993007
1200,12,0.32137734,0.32137734,0.014347202,0.010043042,0.0,0.30703014,0.022955524,0.0028694405
1300,13,0.68292683,0.12195122,0.036585364,0.036585364,0.0,0.06097561,0.048780486,0.0121951215
1400,14,0.55860347,0.30673316,0.019950125,0.012468828,0.0049875313,0.052369077,0.037406486,0.0074812965
1500,15,0.64553314,0.10951009,0.023054754,0.037463978,0.0057636886,0.11527377,0.04610951,0.017291067
1600,16,0.5803109,0.111398965,0.023316063,0.020725388,0.0,0.2150259,0.033678755,0.015544041
1700,17,0.44621515,0.27290836,0.017928287,0.011952192,0.005976096,0.21513945,0.01992032,0.00996016
1800,18,0.574359,0.24871795,0.028205128,0.015384615,0.0051282053,0.11282051,0.012820513,0.0025641026
