layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.5255231
input_transformers.layers.0.ffn.gate,1,0.47447687
input_transformers.layers.1.ffn.gate,0,0.83088535
input_transformers.layers.1.ffn.gate,1,0.16911463
input_transformers.layers.2.ffn.gate,0,0.1867923
input_transformers.layers.2.ffn.gate,1,0.81320775
input_transformers.layers.3.ffn.gate,0,0.4738802
input_transformers.layers.3.ffn.gate,1,0.5261197
input_transformers.layers.4.ffn.gate,0,0.46755064
input_transformers.layers.4.ffn.gate,1,0.53244936
input_transformers.layers.5.ffn.gate,0,0.08402437
input_transformers.layers.5.ffn.gate,1,0.9159756
input_transformers.layers.6.ffn.gate,0,0.0749167
input_transformers.layers.6.ffn.gate,1,0.9250833
input_transformers.layers.7.ffn.gate,0,0.7229145
input_transformers.layers.7.ffn.gate,1,0.27708545
input_transformers.layers.8.ffn.gate,0,0.9009264
input_transformers.layers.8.ffn.gate,1,0.0990737
input_transformers.layers.9.ffn.gate,0,0.82671225
input_transformers.layers.9.ffn.gate,1,0.17328778
input_transformers.layers.10.ffn.gate,0,0.5541202
input_transformers.layers.10.ffn.gate,1,0.44587988
input_transformers.layers.11.ffn.gate,0,0.071170114
input_transformers.layers.11.ffn.gate,1,0.9288299
