train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.259,0.253,0.168,0.32
100,1,0.23206279,0.22309417,0.18609865,0.35874438
200,2,0.22297297,0.23648648,0.18018018,0.36036035
300,3,0.21092758,0.227446,0.15501906,0.40660736
400,4,0.25618812,0.21905941,0.12871288,0.3960396
500,5,0.26650366,0.20415647,0.13814181,0.39119804
600,6,0.24444444,0.20555556,0.10555556,0.44444445
700,7,0.26948774,0.22048998,0.15367483,0.35634744
800,8,0.2700565,0.22146893,0.14689265,0.36158192
900,9,0.2939068,0.17084827,0.15292712,0.3823178
1000,10,0.25123152,0.21921182,0.13546798,0.39408866
1100,11,0.2682603,0.17662683,0.13014609,0.4249668
1200,12,0.28657076,0.16786571,0.16187051,0.38369304
1300,13,0.2747253,0.18131869,0.104395606,0.43956044
1400,14,0.26913875,0.17942584,0.16866028,0.38277513
1500,15,0.30200502,0.16917293,0.12781955,0.4010025
1600,16,0.28182942,0.17181706,0.15080346,0.39555007
1700,17,0.28553617,0.16334164,0.1521197,0.3990025
1800,18,0.3094959,0.15709262,0.15826495,0.37514654
