train_step,log_step_index,expert_0,expert_1,expert_2,expert_3,expert_4,expert_5,expert_6,expert_7
0,0,0.0375,0.0375,0.0375,0.0125,0.0625,0.0625,0.05,0.7
100,1,0.013333334,0.06666667,0.026666667,0.026666667,0.013333334,0.08,0.026666667,0.74666667
200,2,0.03797468,0.06329114,0.03797468,0.012658228,0.012658228,0.025316456,0.101265825,0.70886075
300,3,0.13636364,0.03409091,0.03409091,0.011363637,0.0,0.07954545,0.06818182,0.6363636
400,4,0.026666667,0.04,0.04,0.04,0.013333334,0.053333335,0.04,0.74666667
500,5,0.04,0.08,0.04,0.026666667,0.013333334,0.04,0.013333334,0.74666667
600,6,0.0,0.09210526,0.02631579,0.039473683,0.013157895,0.05263158,0.039473683,0.7368421
700,7,0.0,0.13333334,0.026666667,0.013333334,0.026666667,0.04,0.013333334,0.74666667
800,8,0.025641026,0.06410257,0.025641026,0.051282052,0.012820513,0.03846154,0.06410257,0.71794873
900,9,0.013157895,0.15789473,0.02631579,0.0,0.02631579,0.02631579,0.013157895,0.7368421
1000,10,0.0,0.10526316,0.013157895,0.02631579,0.013157895,0.09210526,0.013157895,0.7368421
1100,11,0.0,0.09210526,0.05263158,0.039473683,0.013157895,0.039473683,0.02631579,0.7368421
1200,12,0.012987013,0.14285715,0.025974026,0.012987013,0.0,0.064935066,0.012987013,0.72727275
1300,13,0.0,0.12,0.026666667,0.04,0.0,0.04,0.026666667,0.74666667
1400,14,0.0,0.16883117,0.038961038,0.012987013,0.012987013,0.025974026,0.012987013,0.72727275
1500,15,0.0,0.13157895,0.065789476,0.013157895,0.02631579,0.013157895,0.013157895,0.7368421
1600,16,0.0,0.15189873,0.03797468,0.012658228,0.050632913,0.012658228,0.025316456,0.70886075
1700,17,0.0,0.1625,0.0625,0.025,0.0125,0.025,0.0125,0.7
1800,18,0.0,0.1392405,0.03797468,0.012658228,0.025316456,0.025316456,0.050632913,0.70886075
