layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.23776948
input_transformers.layers.0.ffn.gate,1,0.045118764
input_transformers.layers.0.ffn.gate,2,0.0216728
input_transformers.layers.0.ffn.gate,3,0.09202991
input_transformers.layers.0.ffn.gate,4,0.14592363
input_transformers.layers.0.ffn.gate,5,0.0937454
input_transformers.layers.0.ffn.gate,6,0.16739997
input_transformers.layers.0.ffn.gate,7,0.19634004
input_transformers.layers.1.ffn.gate,0,0.36744347
input_transformers.layers.1.ffn.gate,1,0.026610924
input_transformers.layers.1.ffn.gate,2,0.040344834
input_transformers.layers.1.ffn.gate,3,0.19013222
input_transformers.layers.1.ffn.gate,4,0.036053825
input_transformers.layers.1.ffn.gate,5,0.2306987
input_transformers.layers.1.ffn.gate,6,0.05575624
input_transformers.layers.1.ffn.gate,7,0.05295982
input_transformers.layers.2.ffn.gate,0,0.13776346
input_transformers.layers.2.ffn.gate,1,0.088661395
input_transformers.layers.2.ffn.gate,2,0.063746974
input_transformers.layers.2.ffn.gate,3,0.21508224
input_transformers.layers.2.ffn.gate,4,0.02961102
input_transformers.layers.2.ffn.gate,5,0.06657973
input_transformers.layers.2.ffn.gate,6,0.10135835
input_transformers.layers.2.ffn.gate,7,0.29719687
input_transformers.layers.3.ffn.gate,0,0.040489454
input_transformers.layers.3.ffn.gate,1,0.020074511
input_transformers.layers.3.ffn.gate,2,0.04062413
input_transformers.layers.3.ffn.gate,3,0.18091138
input_transformers.layers.3.ffn.gate,4,0.021364078
input_transformers.layers.3.ffn.gate,5,0.05795654
input_transformers.layers.3.ffn.gate,6,0.37522897
input_transformers.layers.3.ffn.gate,7,0.26335093
input_transformers.layers.4.ffn.gate,0,0.049006175
input_transformers.layers.4.ffn.gate,1,0.0096304575
input_transformers.layers.4.ffn.gate,2,0.4650031
input_transformers.layers.4.ffn.gate,3,0.03095714
input_transformers.layers.4.ffn.gate,4,0.2634577
input_transformers.layers.4.ffn.gate,5,0.13717178
input_transformers.layers.4.ffn.gate,6,0.015751833
input_transformers.layers.4.ffn.gate,7,0.029021796
input_transformers.layers.5.ffn.gate,0,0.7340636
input_transformers.layers.5.ffn.gate,1,0.031891234
input_transformers.layers.5.ffn.gate,2,0.026237754
input_transformers.layers.5.ffn.gate,3,0.0671351
input_transformers.layers.5.ffn.gate,4,0.063735135
input_transformers.layers.5.ffn.gate,5,0.0352472
input_transformers.layers.5.ffn.gate,6,0.016740864
input_transformers.layers.5.ffn.gate,7,0.024949195
input_transformers.layers.6.ffn.gate,0,0.04667533
input_transformers.layers.6.ffn.gate,1,0.03200346
input_transformers.layers.6.ffn.gate,2,0.031257514
input_transformers.layers.6.ffn.gate,3,0.055463903
input_transformers.layers.6.ffn.gate,4,0.6563663
input_transformers.layers.6.ffn.gate,5,0.008018304
input_transformers.layers.6.ffn.gate,6,0.103132345
input_transformers.layers.6.ffn.gate,7,0.06708287
input_transformers.layers.7.ffn.gate,0,0.018085487
input_transformers.layers.7.ffn.gate,1,0.10438209
input_transformers.layers.7.ffn.gate,2,0.03593692
input_transformers.layers.7.ffn.gate,3,0.022588534
input_transformers.layers.7.ffn.gate,4,0.018325634
input_transformers.layers.7.ffn.gate,5,0.044038147
input_transformers.layers.7.ffn.gate,6,0.032801934
input_transformers.layers.7.ffn.gate,7,0.72384125
input_transformers.layers.8.ffn.gate,0,0.041705083
input_transformers.layers.8.ffn.gate,1,0.012861651
input_transformers.layers.8.ffn.gate,2,0.08930092
input_transformers.layers.8.ffn.gate,3,0.6977781
input_transformers.layers.8.ffn.gate,4,0.037102874
input_transformers.layers.8.ffn.gate,5,0.06192088
input_transformers.layers.8.ffn.gate,6,0.021117048
input_transformers.layers.8.ffn.gate,7,0.038213532
input_transformers.layers.9.ffn.gate,0,0.57776856
input_transformers.layers.9.ffn.gate,1,0.3030779
input_transformers.layers.9.ffn.gate,2,0.014208514
input_transformers.layers.9.ffn.gate,3,0.016966587
input_transformers.layers.9.ffn.gate,4,0.007762371
input_transformers.layers.9.ffn.gate,5,0.041175395
input_transformers.layers.9.ffn.gate,6,0.0044977404
input_transformers.layers.9.ffn.gate,7,0.034542926
input_transformers.layers.10.ffn.gate,0,0.015862945
input_transformers.layers.10.ffn.gate,1,0.050890952
input_transformers.layers.10.ffn.gate,2,0.050647426
input_transformers.layers.10.ffn.gate,3,0.064560786
input_transformers.layers.10.ffn.gate,4,0.018577943
input_transformers.layers.10.ffn.gate,5,0.05387232
input_transformers.layers.10.ffn.gate,6,0.7366489
input_transformers.layers.10.ffn.gate,7,0.008938796
input_transformers.layers.11.ffn.gate,0,0.14721236
input_transformers.layers.11.ffn.gate,1,0.039350238
input_transformers.layers.11.ffn.gate,2,0.008770101
input_transformers.layers.11.ffn.gate,3,0.48728696
input_transformers.layers.11.ffn.gate,4,0.13480182
input_transformers.layers.11.ffn.gate,5,0.020768745
input_transformers.layers.11.ffn.gate,6,0.14723845
input_transformers.layers.11.ffn.gate,7,0.014571346
