train_step,log_step_index,expert_0,expert_1,expert_2,expert_3,expert_4,expert_5,expert_6,expert_7
0,0,0.1640625,0.09082031,0.07128906,0.09863281,0.17089844,0.14160156,0.13085938,0.13183594
100,1,0.16894531,0.072265625,0.038085938,0.111328125,0.14746094,0.12011719,0.1328125,0.20898438
200,2,0.17382812,0.06640625,0.0625,0.109375,0.14550781,0.1328125,0.12402344,0.18554688
300,3,0.19494204,0.024236038,0.031612225,0.13909379,0.14330874,0.10115912,0.12961012,0.23603794
400,4,0.20779221,0.030303031,0.02056277,0.1396104,0.122294374,0.11363637,0.12337662,0.24242425
500,5,0.19246861,0.034518827,0.023012552,0.15167364,0.09832636,0.14016737,0.12552302,0.23430963
600,6,0.22580644,0.023041476,0.004608295,0.17050691,0.11059908,0.07373272,0.13364056,0.2580645
700,7,0.19178082,0.04109589,0.032289628,0.1409002,0.12818004,0.13209394,0.11448141,0.21917808
800,8,0.18940137,0.051030423,0.040235527,0.11776251,0.13640824,0.10500491,0.14033367,0.21982336
900,9,0.20820513,0.047179487,0.03282051,0.12410256,0.13025641,0.09948718,0.12820514,0.22974358
1000,10,0.20393375,0.045548655,0.030020704,0.14078675,0.08902691,0.113871634,0.14492753,0.23188406
1100,11,0.23322684,0.038338657,0.02768903,0.1171459,0.1086262,0.09797657,0.13844515,0.23855165
1200,12,0.19544984,0.05067218,0.05067218,0.111685626,0.10548087,0.11582213,0.1385729,0.23164426
1300,13,0.22171946,0.022624435,0.013574661,0.122171946,0.07692308,0.095022626,0.19457014,0.25339368
1400,14,0.19395204,0.038581856,0.027111575,0.14494264,0.11783107,0.11783107,0.1261731,0.23357664
1500,15,0.21533258,0.029312288,0.027057497,0.15107103,0.08455468,0.09808343,0.14205186,0.25253665
1600,16,0.2319149,0.028723404,0.025531914,0.1319149,0.09468085,0.10744681,0.14148936,0.23829788
1700,17,0.20273109,0.036764707,0.025210084,0.13235295,0.11869748,0.10819328,0.14075631,0.23529412
1800,18,0.20437956,0.049009386,0.025026068,0.1282586,0.10010427,0.12930135,0.13034411,0.23357664
