layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.20104595
input_transformers.layers.0.ffn.gate,1,0.043182787
input_transformers.layers.0.ffn.gate,2,0.032047905
input_transformers.layers.0.ffn.gate,3,0.13070087
input_transformers.layers.0.ffn.gate,4,0.11732453
input_transformers.layers.0.ffn.gate,5,0.11280852
input_transformers.layers.0.ffn.gate,6,0.13579981
input_transformers.layers.0.ffn.gate,7,0.2270897
input_transformers.layers.1.ffn.gate,0,0.26348725
input_transformers.layers.1.ffn.gate,1,0.034998342
input_transformers.layers.1.ffn.gate,2,0.06866863
input_transformers.layers.1.ffn.gate,3,0.22634034
input_transformers.layers.1.ffn.gate,4,0.12474988
input_transformers.layers.1.ffn.gate,5,0.15403764
input_transformers.layers.1.ffn.gate,6,0.06157586
input_transformers.layers.1.ffn.gate,7,0.06614206
input_transformers.layers.2.ffn.gate,0,0.13973962
input_transformers.layers.2.ffn.gate,1,0.22555482
input_transformers.layers.2.ffn.gate,2,0.044010025
input_transformers.layers.2.ffn.gate,3,0.11973995
input_transformers.layers.2.ffn.gate,4,0.042680845
input_transformers.layers.2.ffn.gate,5,0.022525443
input_transformers.layers.2.ffn.gate,6,0.14629704
input_transformers.layers.2.ffn.gate,7,0.25945225
input_transformers.layers.3.ffn.gate,0,0.045880534
input_transformers.layers.3.ffn.gate,1,0.014116941
input_transformers.layers.3.ffn.gate,2,0.019150008
input_transformers.layers.3.ffn.gate,3,0.18525417
input_transformers.layers.3.ffn.gate,4,0.04633591
input_transformers.layers.3.ffn.gate,5,0.032422844
input_transformers.layers.3.ffn.gate,6,0.33464628
input_transformers.layers.3.ffn.gate,7,0.32219335
input_transformers.layers.4.ffn.gate,0,0.2573006
input_transformers.layers.4.ffn.gate,1,0.025556833
input_transformers.layers.4.ffn.gate,2,0.3746356
input_transformers.layers.4.ffn.gate,3,0.054459948
input_transformers.layers.4.ffn.gate,4,0.16063066
input_transformers.layers.4.ffn.gate,5,0.093934424
input_transformers.layers.4.ffn.gate,6,0.01949956
input_transformers.layers.4.ffn.gate,7,0.013982397
input_transformers.layers.5.ffn.gate,0,0.6627734
input_transformers.layers.5.ffn.gate,1,0.027035717
input_transformers.layers.5.ffn.gate,2,0.035621177
input_transformers.layers.5.ffn.gate,3,0.04775092
input_transformers.layers.5.ffn.gate,4,0.04409237
input_transformers.layers.5.ffn.gate,5,0.04564207
input_transformers.layers.5.ffn.gate,6,0.03356544
input_transformers.layers.5.ffn.gate,7,0.10351893
input_transformers.layers.6.ffn.gate,0,0.015097502
input_transformers.layers.6.ffn.gate,1,0.01812745
input_transformers.layers.6.ffn.gate,2,0.06774304
input_transformers.layers.6.ffn.gate,3,0.015376442
input_transformers.layers.6.ffn.gate,4,0.38310143
input_transformers.layers.6.ffn.gate,5,0.0709117
input_transformers.layers.6.ffn.gate,6,0.37062594
input_transformers.layers.6.ffn.gate,7,0.059016503
input_transformers.layers.7.ffn.gate,0,0.04111282
input_transformers.layers.7.ffn.gate,1,0.048974182
input_transformers.layers.7.ffn.gate,2,0.04322376
input_transformers.layers.7.ffn.gate,3,0.035179395
input_transformers.layers.7.ffn.gate,4,0.07231943
input_transformers.layers.7.ffn.gate,5,0.050770804
input_transformers.layers.7.ffn.gate,6,0.01661941
input_transformers.layers.7.ffn.gate,7,0.69180024
input_transformers.layers.8.ffn.gate,0,0.03331346
input_transformers.layers.8.ffn.gate,1,0.011695606
input_transformers.layers.8.ffn.gate,2,0.06490106
input_transformers.layers.8.ffn.gate,3,0.68317604
input_transformers.layers.8.ffn.gate,4,0.040572383
input_transformers.layers.8.ffn.gate,5,0.037714202
input_transformers.layers.8.ffn.gate,6,0.048485924
input_transformers.layers.8.ffn.gate,7,0.08014131
input_transformers.layers.9.ffn.gate,0,0.419724
input_transformers.layers.9.ffn.gate,1,0.44827482
input_transformers.layers.9.ffn.gate,2,0.029334407
input_transformers.layers.9.ffn.gate,3,0.016184652
input_transformers.layers.9.ffn.gate,4,0.014636929
input_transformers.layers.9.ffn.gate,5,0.030513484
input_transformers.layers.9.ffn.gate,6,0.021114662
input_transformers.layers.9.ffn.gate,7,0.020217067
input_transformers.layers.10.ffn.gate,0,0.014516917
input_transformers.layers.10.ffn.gate,1,0.027149731
input_transformers.layers.10.ffn.gate,2,0.108843766
input_transformers.layers.10.ffn.gate,3,0.065351345
input_transformers.layers.10.ffn.gate,4,0.027796987
input_transformers.layers.10.ffn.gate,5,0.01486099
input_transformers.layers.10.ffn.gate,6,0.6891836
input_transformers.layers.10.ffn.gate,7,0.05229663
input_transformers.layers.11.ffn.gate,0,0.28180066
input_transformers.layers.11.ffn.gate,1,0.06269001
input_transformers.layers.11.ffn.gate,2,0.014246237
input_transformers.layers.11.ffn.gate,3,0.011339623
input_transformers.layers.11.ffn.gate,4,0.35826546
input_transformers.layers.11.ffn.gate,5,0.036639385
input_transformers.layers.11.ffn.gate,6,0.2077891
input_transformers.layers.11.ffn.gate,7,0.027229557
