train_step,log_step_index,expert_0,expert_1,expert_2,expert_3,expert_4,expert_5,expert_6,expert_7
0,0,0.34733894,0.025210084,0.0,0.0,0.0,0.0,0.0,0.627451
100,1,0.6726727,0.039039038,0.027027028,0.012012012,0.04804805,0.054054055,0.033033032,0.11411411
200,2,0.5572139,0.03233831,0.012437811,0.027363185,0.05721393,0.04477612,0.09701493,0.1716418
300,3,0.7111111,0.022222223,0.053968254,0.041269843,0.06349207,0.06349207,0.022222223,0.022222223
400,4,0.71565497,0.015974442,0.060702875,0.041533545,0.05111821,0.022364218,0.057507988,0.03514377
500,5,0.6978193,0.049844235,0.034267914,0.043613706,0.046728972,0.046728972,0.031152649,0.049844235
600,6,0.69135803,0.024691358,0.049382716,0.049382716,0.09876543,0.024691358,0.012345679,0.049382716
700,7,0.6204986,0.024930747,0.033240996,0.06371191,0.033240996,0.06925208,0.030470913,0.12465374
800,8,0.6627219,0.02366864,0.044378698,0.06213018,0.02366864,0.03846154,0.05029586,0.09467456
900,9,0.6136986,0.04931507,0.03287671,0.04931507,0.030136986,0.09589041,0.04931507,0.07945205
1000,10,0.6726727,0.015015015,0.05105105,0.042042043,0.027027028,0.05105105,0.06006006,0.08108108
1100,11,0.7202572,0.019292604,0.019292604,0.035369776,0.045016076,0.057877813,0.03858521,0.06430868
1200,12,0.6418338,0.037249282,0.022922637,0.08882522,0.048710603,0.05730659,0.028653296,0.074498564
1300,13,0.7777778,0.013888889,0.055555556,0.055555556,0.027777778,0.027777778,0.0,0.041666668
1400,14,0.67469877,0.015060241,0.039156627,0.072289154,0.05421687,0.045180723,0.036144577,0.063253015
1500,15,0.70886075,0.025316456,0.044303797,0.05379747,0.050632913,0.047468353,0.028481012,0.04113924
1600,16,0.6666667,0.032738097,0.035714287,0.05357143,0.04464286,0.05654762,0.011904762,0.09821428
1700,17,0.6956522,0.027950311,0.03726708,0.05900621,0.03416149,0.031055901,0.03726708,0.07763975
1800,18,0.74418604,0.019933555,0.023255814,0.056478404,0.053156145,0.03322259,0.013289036,0.056478404
