train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.28710938,0.18945312,0.21679688,0.30664062
100,1,0.23242188,0.20117188,0.20214844,0.3642578
200,2,0.22753906,0.24414062,0.16796875,0.36035156
300,3,0.17971888,0.21787149,0.15261044,0.4497992
400,4,0.18026184,0.2286002,0.13997985,0.4511581
500,5,0.203125,0.24609375,0.13378906,0.4169922
600,6,0.12162162,0.26126125,0.11261261,0.5045045
700,7,0.21777344,0.203125,0.15332031,0.42578125
800,8,0.22460938,0.22460938,0.15234375,0.3984375
900,9,0.2053307,0.19249754,0.15992102,0.44225073
1000,10,0.20605469,0.2265625,0.13183594,0.43554688
1100,11,0.17695473,0.24382716,0.118312754,0.46090534
1200,12,0.207,0.21,0.135,0.448
1300,13,0.18442623,0.24590164,0.11065574,0.45901638
1400,14,0.203125,0.203125,0.16699219,0.4267578
1500,15,0.19798996,0.24623115,0.10552764,0.45025125
1600,16,0.1826438,0.21291624,0.15237135,0.45206863
1700,17,0.20276953,0.20375866,0.15034619,0.4431256
1800,18,0.21905698,0.2043222,0.13654225,0.4400786
