layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.20313329
input_transformers.layers.0.ffn.gate,1,0.22134046
input_transformers.layers.0.ffn.gate,2,0.14731975
input_transformers.layers.0.ffn.gate,3,0.42820653
input_transformers.layers.1.ffn.gate,0,0.38065377
input_transformers.layers.1.ffn.gate,1,0.13718133
input_transformers.layers.1.ffn.gate,2,0.14658718
input_transformers.layers.1.ffn.gate,3,0.33557773
input_transformers.layers.2.ffn.gate,0,0.1841154
input_transformers.layers.2.ffn.gate,1,0.21361618
input_transformers.layers.2.ffn.gate,2,0.172199
input_transformers.layers.2.ffn.gate,3,0.43006948
input_transformers.layers.3.ffn.gate,0,0.73406714
input_transformers.layers.3.ffn.gate,1,0.029703962
input_transformers.layers.3.ffn.gate,2,0.11101139
input_transformers.layers.3.ffn.gate,3,0.12521753
input_transformers.layers.4.ffn.gate,0,0.25446826
input_transformers.layers.4.ffn.gate,1,0.053888395
input_transformers.layers.4.ffn.gate,2,0.6586851
input_transformers.layers.4.ffn.gate,3,0.032958258
input_transformers.layers.5.ffn.gate,0,0.07182598
input_transformers.layers.5.ffn.gate,1,0.030950284
input_transformers.layers.5.ffn.gate,2,0.8484949
input_transformers.layers.5.ffn.gate,3,0.048728846
input_transformers.layers.6.ffn.gate,0,0.48950365
input_transformers.layers.6.ffn.gate,1,0.09938043
input_transformers.layers.6.ffn.gate,2,0.113386214
input_transformers.layers.6.ffn.gate,3,0.29772973
input_transformers.layers.7.ffn.gate,0,0.080155514
input_transformers.layers.7.ffn.gate,1,0.052785084
input_transformers.layers.7.ffn.gate,2,0.15112756
input_transformers.layers.7.ffn.gate,3,0.71593183
input_transformers.layers.8.ffn.gate,0,0.02555483
input_transformers.layers.8.ffn.gate,1,0.54642314
input_transformers.layers.8.ffn.gate,2,0.056503873
input_transformers.layers.8.ffn.gate,3,0.3715182
input_transformers.layers.9.ffn.gate,0,0.020999515
input_transformers.layers.9.ffn.gate,1,0.06095968
input_transformers.layers.9.ffn.gate,2,0.875395
input_transformers.layers.9.ffn.gate,3,0.042645838
input_transformers.layers.10.ffn.gate,0,0.3392855
input_transformers.layers.10.ffn.gate,1,0.027271941
input_transformers.layers.10.ffn.gate,2,0.5806293
input_transformers.layers.10.ffn.gate,3,0.052813243
input_transformers.layers.11.ffn.gate,0,0.76969224
input_transformers.layers.11.ffn.gate,1,0.041494288
input_transformers.layers.11.ffn.gate,2,0.17007488
input_transformers.layers.11.ffn.gate,3,0.018738538
