train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.36816406,0.11816406,0.2685547,0.24511719
100,1,0.2093254,0.104166664,0.24206349,0.44444445
200,2,0.1764706,0.12620321,0.21818182,0.4791444
300,3,0.1750503,0.1891348,0.18511066,0.45070422
400,4,0.14793578,0.19151376,0.14678898,0.51376146
500,5,0.21777344,0.2607422,0.1328125,0.38867188
600,6,0.14830509,0.1822034,0.19491525,0.47457626
700,7,0.15686275,0.2245098,0.17941177,0.4392157
800,8,0.22558594,0.25,0.15722656,0.3671875
900,9,0.21875,0.22363281,0.12207031,0.43554688
1000,10,0.17623363,0.20443101,0.16817725,0.4511581
1100,11,0.18723404,0.17765957,0.15851064,0.47659576
1200,12,0.14158416,0.26237625,0.15247525,0.44356436
1300,13,0.1889401,0.19815668,0.09677419,0.516129
1400,14,0.13964844,0.30273438,0.16113281,0.39648438
1500,15,0.15060242,0.25401607,0.14558233,0.4497992
1600,16,0.14941406,0.27246094,0.14355469,0.4345703
1700,17,0.14648438,0.2607422,0.18359375,0.4091797
1800,18,0.17382812,0.25585938,0.21484375,0.35546875
