train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.7284553,0.10243902,0.1691057,0.0
100,1,0.47108307,0.0010515247,0.46582544,0.062039956
200,2,0.4562118,0.08553971,0.4562118,0.00203666
300,3,0.011320755,0.04528302,0.84528303,0.09811321
400,4,0.015503876,0.032945737,0.86821705,0.083333336
500,5,0.022727273,0.03787879,0.8484849,0.09090909
600,6,0.0234375,0.0234375,0.875,0.078125
700,7,0.054409005,0.028142588,0.8405253,0.07692308
800,8,0.26005748,0.022988506,0.6436782,0.073275864
900,9,0.28368795,0.012765957,0.635461,0.068085104
1000,10,0.41811848,0.017421603,0.5203252,0.04413473
1100,11,0.41950646,0.019976499,0.5264395,0.034077555
1200,12,0.46812958,0.014629049,0.46812958,0.04911181
1300,13,0.45614034,0.013157895,0.49122807,0.039473683
1400,14,0.46079484,0.012889367,0.48120302,0.04511278
1500,15,0.47157896,0.014736842,0.47157896,0.042105265
1600,16,0.47307286,0.009503696,0.47307286,0.04435058
1700,17,0.47457626,0.011652542,0.47457626,0.039194915
1800,18,0.47761193,0.011727079,0.47761193,0.03304904
