train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.33398438,0.18359375,0.20898438,0.2734375
100,1,0.29101562,0.18164062,0.15234375,0.375
200,2,0.3251953,0.16503906,0.17089844,0.3388672
300,3,0.3779297,0.078125,0.17578125,0.36816406
400,4,0.1923077,0.062370062,0.27962577,0.46569645
500,5,0.27321815,0.029157666,0.2138229,0.4838013
600,6,0.24423963,0.023041476,0.21658987,0.516129
700,7,0.28808594,0.046875,0.24609375,0.4189453
800,8,0.26004016,0.046184737,0.24397591,0.4497992
900,9,0.22073922,0.057494868,0.261807,0.45995894
1000,10,0.28194726,0.030425964,0.23326571,0.45436105
1100,11,0.25328946,0.038377192,0.21710527,0.49122807
1200,12,0.25200802,0.042168673,0.2560241,0.4497992
1300,13,0.20183486,0.018348623,0.26605505,0.51376146
1400,14,0.24804688,0.025390625,0.296875,0.4296875
1500,15,0.19538969,0.012074643,0.30076838,0.4917673
1600,16,0.22378379,0.023783784,0.2681081,0.48432434
1700,17,0.25025126,0.032160804,0.2673367,0.45025125
1800,18,0.22816032,0.029804727,0.28160328,0.46043167
