train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.19238281,0.16992188,0.265625,0.3720703
100,1,0.21828909,0.24582104,0.09537856,0.44051132
200,2,0.24155578,0.18116684,0.118730806,0.45854658
300,3,0.33986288,0.15279138,0.068560235,0.4387855
400,4,0.43652344,0.16015625,0.0546875,0.3486328
500,5,0.47207588,0.14646997,0.048472077,0.3329821
600,6,0.4806867,0.24034335,0.051502146,0.2274678
700,7,0.39257812,0.1796875,0.087890625,0.33984375
800,8,0.48908296,0.14519651,0.11899564,0.24672489
900,9,0.49015316,0.16301969,0.12582056,0.22100656
1000,10,0.50851303,0.29171395,0.0908059,0.10896708
1100,11,0.51791906,0.25549132,0.06820809,0.1583815
1200,12,0.4923077,0.22747253,0.092307694,0.18791209
1300,13,0.6473988,0.1849711,0.0057803467,0.1618497
1400,14,0.5436893,0.20024271,0.091019414,0.16504854
1500,15,0.68501526,0.14678898,0.051987767,0.11620795
1600,16,0.6292135,0.19522472,0.06882022,0.10674157
1700,17,0.56423175,0.19899245,0.07430731,0.16246851
1800,18,0.5005587,0.2905028,0.08603352,0.12290503
