train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.5191193,0.044032443,0.23986095,0.19698726
100,1,0.70219433,0.045454547,0.10815047,0.14420062
200,2,0.6578561,0.105726875,0.11894273,0.1174743
300,3,0.8057554,0.010791367,0.1438849,0.039568346
400,4,0.7504188,0.010050251,0.1959799,0.043551087
500,5,0.8767123,0.011741683,0.08219178,0.029354207
600,6,0.7887324,0.0070422534,0.18309858,0.02112676
700,7,0.8115942,0.0036231885,0.14855072,0.036231883
800,8,0.85171103,0.013307985,0.10836502,0.02661597
900,9,0.8549618,0.015267176,0.099236645,0.030534351
1000,10,0.85333335,0.0057142857,0.10285714,0.03809524
1100,11,0.85823756,0.007662835,0.09770115,0.036398467
1200,12,0.8436912,0.0056497175,0.12241054,0.028248588
1300,13,0.7671233,0.006849315,0.19863014,0.02739726
1400,14,0.80866426,0.0054151625,0.14079422,0.045126352
1500,15,0.7055118,0.0062992126,0.2488189,0.03937008
1600,16,0.77374786,0.008635579,0.17789292,0.03972366
1700,17,0.81454545,0.0072727273,0.13454546,0.043636363
1800,18,0.8072072,0.009009009,0.15315315,0.030630631
