layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.24514876
input_transformers.layers.0.ffn.gate,1,0.19395079
input_transformers.layers.0.ffn.gate,2,0.15854669
input_transformers.layers.0.ffn.gate,3,0.40235376
input_transformers.layers.1.ffn.gate,0,0.37940082
input_transformers.layers.1.ffn.gate,1,0.062068682
input_transformers.layers.1.ffn.gate,2,0.13289483
input_transformers.layers.1.ffn.gate,3,0.4256357
input_transformers.layers.2.ffn.gate,0,0.21747123
input_transformers.layers.2.ffn.gate,1,0.40630466
input_transformers.layers.2.ffn.gate,2,0.07733693
input_transformers.layers.2.ffn.gate,3,0.2988872
input_transformers.layers.3.ffn.gate,0,0.8005641
input_transformers.layers.3.ffn.gate,1,0.022849588
input_transformers.layers.3.ffn.gate,2,0.10258709
input_transformers.layers.3.ffn.gate,3,0.07399919
input_transformers.layers.4.ffn.gate,0,0.13341148
input_transformers.layers.4.ffn.gate,1,0.08033719
input_transformers.layers.4.ffn.gate,2,0.7403737
input_transformers.layers.4.ffn.gate,3,0.04587765
input_transformers.layers.5.ffn.gate,0,0.052988004
input_transformers.layers.5.ffn.gate,1,0.06559015
input_transformers.layers.5.ffn.gate,2,0.87459725
input_transformers.layers.5.ffn.gate,3,0.006824632
input_transformers.layers.6.ffn.gate,0,0.49838743
input_transformers.layers.6.ffn.gate,1,0.04686545
input_transformers.layers.6.ffn.gate,2,0.03710842
input_transformers.layers.6.ffn.gate,3,0.41763863
input_transformers.layers.7.ffn.gate,0,0.040373668
input_transformers.layers.7.ffn.gate,1,0.5248056
input_transformers.layers.7.ffn.gate,2,0.033606905
input_transformers.layers.7.ffn.gate,3,0.40121377
input_transformers.layers.8.ffn.gate,0,0.011013555
input_transformers.layers.8.ffn.gate,1,0.5608217
input_transformers.layers.8.ffn.gate,2,0.04886327
input_transformers.layers.8.ffn.gate,3,0.37930146
input_transformers.layers.9.ffn.gate,0,0.02375052
input_transformers.layers.9.ffn.gate,1,0.06886225
input_transformers.layers.9.ffn.gate,2,0.88949627
input_transformers.layers.9.ffn.gate,3,0.01789096
input_transformers.layers.10.ffn.gate,0,0.13183276
input_transformers.layers.10.ffn.gate,1,0.04225411
input_transformers.layers.10.ffn.gate,2,0.76464635
input_transformers.layers.10.ffn.gate,3,0.061266754
input_transformers.layers.11.ffn.gate,0,0.81580645
input_transformers.layers.11.ffn.gate,1,0.06283051
input_transformers.layers.11.ffn.gate,2,0.09913841
input_transformers.layers.11.ffn.gate,3,0.022224652
