train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.1741573,0.056179777,0.14044943,0.6292135
100,1,0.092857145,0.035714287,0.071428575,0.8
200,2,0.3265306,0.045918368,0.05612245,0.5714286
300,3,0.35840708,0.07522124,0.07079646,0.49557522
400,4,0.47058824,0.042016808,0.016806724,0.47058824
500,5,0.4698276,0.030172413,0.01724138,0.4827586
600,6,0.41232228,0.033175357,0.023696683,0.5308057
700,7,0.4827586,0.01724138,0.01724138,0.4827586
800,8,0.44680852,0.04255319,0.034042552,0.47659576
900,9,0.60215056,0.05376344,0.02688172,0.3172043
1000,10,0.4806867,0.030042918,0.012875536,0.47639486
1100,11,0.472103,0.025751073,0.021459227,0.4806867
1200,12,0.5283019,0.03773585,0.03773585,0.3962264
1300,13,0.51141554,0.03652968,0.02283105,0.42922375
1400,14,0.6256983,0.044692736,0.022346368,0.30726257
1500,15,0.7832168,0.08391608,0.02097902,0.11188811
1600,16,0.7619048,0.088435374,0.020408163,0.1292517
1700,17,0.71794873,0.057692308,0.044871796,0.17948718
1800,18,0.7516779,0.053691275,0.026845638,0.16778524
