train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.15234375,0.1953125,0.23828125,0.4140625
100,1,0.15048544,0.24271844,0.0631068,0.5436893
200,2,0.18359375,0.234375,0.15625,0.42578125
300,3,0.21484375,0.234375,0.19921875,0.3515625
400,4,0.1640625,0.3046875,0.1171875,0.4140625
500,5,0.23046875,0.42578125,0.046875,0.296875
600,6,0.19921875,0.35546875,0.08203125,0.36328125
700,7,0.22265625,0.43359375,0.05078125,0.29296875
800,8,0.1984127,0.44444445,0.0952381,0.26190478
900,9,0.26506025,0.4497992,0.032128513,0.25301206
1000,10,0.21333334,0.4977778,0.035555556,0.25333333
1100,11,0.22270742,0.48908296,0.06113537,0.22707424
1200,12,0.19480519,0.4848485,0.07359307,0.24675325
1300,13,0.15196079,0.54901963,0.039215688,0.25980392
1400,14,0.22566372,0.49557522,0.048672568,0.2300885
1500,15,0.30962342,0.46861926,0.029288704,0.19246861
1600,16,0.26839826,0.4848485,0.030303031,0.21645021
1700,17,0.29460582,0.4647303,0.033195022,0.20746888
1800,18,0.26970956,0.4647303,0.0373444,0.22821577
