layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.5698499
input_transformers.layers.0.ffn.gate,1,0.4301501
input_transformers.layers.1.ffn.gate,0,0.85413754
input_transformers.layers.1.ffn.gate,1,0.14586248
input_transformers.layers.2.ffn.gate,0,0.19106501
input_transformers.layers.2.ffn.gate,1,0.808935
input_transformers.layers.3.ffn.gate,0,0.49093086
input_transformers.layers.3.ffn.gate,1,0.50906914
input_transformers.layers.4.ffn.gate,0,0.3205181
input_transformers.layers.4.ffn.gate,1,0.6794819
input_transformers.layers.5.ffn.gate,0,0.032474406
input_transformers.layers.5.ffn.gate,1,0.9675255
input_transformers.layers.6.ffn.gate,0,0.038366664
input_transformers.layers.6.ffn.gate,1,0.9616334
input_transformers.layers.7.ffn.gate,0,0.18033218
input_transformers.layers.7.ffn.gate,1,0.8196679
input_transformers.layers.8.ffn.gate,0,0.9454026
input_transformers.layers.8.ffn.gate,1,0.05459735
input_transformers.layers.9.ffn.gate,0,0.737732
input_transformers.layers.9.ffn.gate,1,0.26226798
input_transformers.layers.10.ffn.gate,0,0.3739764
input_transformers.layers.10.ffn.gate,1,0.62602353
input_transformers.layers.11.ffn.gate,0,0.040276993
input_transformers.layers.11.ffn.gate,1,0.959723
