train_step,log_step_index,expert_0,expert_1,expert_2,expert_3,expert_4,expert_5,expert_6,expert_7
0,0,0.16796875,0.09765625,0.08203125,0.109375,0.203125,0.12109375,0.11328125,0.10546875
100,1,0.1875,0.0546875,0.0546875,0.13671875,0.140625,0.16796875,0.11328125,0.14453125
200,2,0.17578125,0.109375,0.0546875,0.11328125,0.16015625,0.15625,0.09375,0.13671875
300,3,0.171875,0.109375,0.08203125,0.08984375,0.1953125,0.16015625,0.1171875,0.07421875
400,4,0.203125,0.0546875,0.0390625,0.1171875,0.15625,0.14453125,0.09765625,0.1875
500,5,0.20416667,0.025,0.0125,0.0875,0.1125,0.15833333,0.16666667,0.23333333
600,6,0.16949153,0.038135592,0.012711864,0.118644066,0.16949153,0.13559322,0.118644066,0.23728813
700,7,0.2524272,0.019417476,0.004854369,0.11165048,0.0776699,0.097087376,0.16504854,0.27184466
800,8,0.20784314,0.0627451,0.043137256,0.078431375,0.15686275,0.09019608,0.14117648,0.21960784
900,9,0.26415095,0.018867925,0.014150944,0.1273585,0.08490566,0.0990566,0.1273585,0.26415095
1000,10,0.23012552,0.046025105,0.012552301,0.117154814,0.10041841,0.117154814,0.14225942,0.23430963
1100,11,0.19354838,0.028225806,0.016129032,0.15322581,0.12096774,0.10887097,0.15322581,0.22580644
1200,12,0.22173913,0.034782607,0.008695652,0.10869565,0.12173913,0.12173913,0.13913043,0.24347825
1300,13,0.19409283,0.050632913,0.016877636,0.11814346,0.13502109,0.09282701,0.15611814,0.23628692
1400,14,0.24778761,0.022123894,0.0088495575,0.084070794,0.092920355,0.11504425,0.18141593,0.24778761
1500,15,0.2284264,0.015228426,0.005076142,0.07106599,0.0964467,0.0964467,0.20304568,0.28426397
1600,16,0.20942408,0.020942409,0.010471204,0.08900524,0.109947644,0.08900524,0.17801048,0.29319373
1700,17,0.27317074,0.024390243,0.004878049,0.068292685,0.09268293,0.087804876,0.17560975,0.27317074
1800,18,0.2647059,0.019607844,0.009803922,0.10294118,0.0882353,0.05882353,0.18137255,0.27450982
