layer,entropy_mean,kl_uniform_mean,gini_mean,skew_mean,active_frac_mean,temporal_churn_mean,entropy_std,kl_uniform_std,gini_std,skew_std,active_frac_std,temporal_churn_std
input_transformers_layers_0_ffn_gate,0.6803171888158402,0.012829991745105138,0.07385896062705587,1.3588394759673932,1.0,0.04611232503252897,0.00976928188659037,0.00976928188659036,0.030271298500442176,0.17254571884517303,0.0,0.02890044966749612
input_transformers_layers_10_ffn_gate,0.44367075376804455,0.24947642679432877,0.26663177141337097,52639.972835176035,0.9736842105263158,0.22052033272502178,0.22559528799177714,0.22559528799458547,0.1805648947831235,223295.13580092008,0.11164843913471802,0.3742962255888701
input_transformers_layers_11_ffn_gate,0.16361961740320194,0.5295275631605992,0.4597230058774296,105282.91630735595,0.9473684210526315,0.01407208645959677,0.06042671964721889,0.06042671965495189,0.015569609848477956,306885.77093939146,0.15344610249592897,0.012946368737826229
input_transformers_layers_1_ffn_gate,0.38114996307158294,0.31199721748936243,0.36020250506450396,8.045239902760827,1.0,0.07723843224624365,0.1088529872600024,0.10885298726000242,0.08271267399128673,4.502891151343913,0.0,0.10750902426402861
input_transformers_layers_2_ffn_gate,0.47503729122802413,0.2181098893329212,0.30893498975798706,4.7631367992570945,1.0,0.07141915702847072,0.07893210993920424,0.07893210993920427,0.06524901448621913,1.7794597095867952,0.0,0.08869733789645562
input_transformers_layers_3_ffn_gate,0.6359639489589571,0.05718323160198812,0.09552060795089319,13.171743199322163,0.9736842105263158,0.13254023915270005,0.14985049589289617,0.14985049589289617,0.12033464376667999,49.6851968157197,0.11164843913471802,0.11486417284441298
input_transformers_layers_4_ffn_gate,0.5943991783192218,0.09874800224172357,0.18708881774928032,2.6594988818490917,1.0,0.1727102153024809,0.0885020917108854,0.08850209171088542,0.1065003794085388,1.4666020152738872,0.0,0.15756114596110632
input_transformers_layers_5_ffn_gate,0.1358860117503741,0.5572611688119992,0.46752559872811655,52666.6831907747,0.9736842105263158,0.019070528919563998,0.07088278890884446,0.07088278891158191,0.022243987956356938,223288.8403405938,0.11164843913471802,0.02901010361829236
input_transformers_layers_6_ffn_gate,0.158542845974139,0.5346043345882343,0.4616333378136152,52664.19097577125,0.9473684210526315,0.009894979342985158,0.05419272595098427,0.05419272595516177,0.014215387603384758,223289.4317699451,0.15344610249592897,0.008183396596719891
input_transformers_layers_7_ffn_gate,0.3362361255719116,0.3569110549904617,0.3756160969053929,52641.01552468204,0.9736842105263158,0.23755261613047665,0.16044775443002904,0.16044775443302145,0.09644684451837628,223294.88980817382,0.11164843913471802,0.3849395988287976
input_transformers_layers_8_ffn_gate,0.2077479532317761,0.4853992273305973,0.4454026422652026,52647.61443901673,0.9736842105263158,0.01891546876250364,0.0570500858936219,0.057050085898821754,0.01714425930855271,223293.33438523381,0.11164843913471802,0.03161245423725087
input_transformers_layers_9_ffn_gate,0.4072180790759447,0.28592910148642864,0.2731966532863542,52686.34559656707,0.9473684210526315,0.19043860221152664,0.25404027262472595,0.2540402726270149,0.20205630984606157,223284.2929768778,0.15344610249592897,0.34347107679172767
