step,active_fraction
0,0.6666666666666666
100,0.96875
200,0.96875
300,0.9270833333333334
400,0.8958333333333334
500,0.9479166666666666
600,0.875
700,0.9791666666666666
800,0.9479166666666666
900,0.9375
1000,0.875
1100,0.8958333333333334
1200,0.90625
1300,0.875
1400,0.8645833333333334
1500,0.8958333333333334
1600,0.8958333333333334
1700,0.8958333333333334
1800,0.875
