step,active_fraction
0,0.5833333333333334
100,0.9895833333333334
200,1.0
300,0.9895833333333334
400,0.9270833333333334
500,0.9791666666666666
600,0.9270833333333334
700,0.9791666666666666
800,0.9895833333333334
900,0.9583333333333334
1000,0.9791666666666666
1100,0.9270833333333334
1200,0.9583333333333334
1300,0.875
1400,0.9270833333333334
1500,0.9479166666666666
1600,0.9375
1700,0.9375
1800,0.90625
