step,active_fraction
0,0.6354166666666666
100,0.9895833333333334
200,1.0
300,0.96875
400,0.96875
500,0.96875
600,0.9166666666666666
700,0.9895833333333334
800,0.9791666666666666
900,0.96875
1000,0.9479166666666666
1100,0.9479166666666666
1200,0.9583333333333334
1300,0.8958333333333334
1400,0.9375
1500,0.9270833333333334
1600,0.9166666666666666
1700,0.9479166666666666
1800,0.9270833333333334
