layer,entropy_mean,kl_uniform_mean,gini_mean,skew_mean,active_frac_mean,temporal_churn_mean,entropy_std,kl_uniform_std,gini_std,skew_std,active_frac_std,temporal_churn_std
input_transformers_layers_0_ffn_gate,1.9637412089589803,0.11570033272185552,0.23647223292945577,8.25418055115067,0.993421052631579,0.056151079285594895,0.047315418079174935,0.047315418079174866,0.04910627278266493,8.449768943803793,0.027912109783679508,0.02246730149782678
input_transformers_layers_10_ffn_gate,1.220735469758063,0.8587060719358023,0.6545246790800118,155147.99102802755,0.8618421052631579,0.0760791467278627,0.0717606678405134,0.07176066786388736,0.03022924200473664,262698.18637594936,0.1398703396412454,0.10046449157807792
input_transformers_layers_11_ffn_gate,1.3788668026269313,0.7005747390596954,0.598767671658807,45307.6490489598,0.9013157894736842,0.07424529101791527,0.09414607768040843,0.09414607768626011,0.037215112377948036,132195.64920418686,0.11878598740307754,0.10061408829318927
input_transformers_layers_1_ffn_gate,1.9120767730019854,0.1673647686788511,0.304366972784122,7.376595169431012,1.0,0.05305615636135649,0.05699925032227511,0.05699925032227504,0.05488710209618915,2.808161295998361,0.0,0.03290976891023254
input_transformers_layers_2_ffn_gate,1.8786865013260892,0.2007550403547466,0.3234340779751926,9.749593551218092,1.0,0.06936473616027114,0.05275940749062091,0.05275940749062094,0.04106137104627456,4.834195930359466,0.0,0.059334231131474145
input_transformers_layers_3_ffn_gate,1.6572148946412133,0.42222664704107027,0.47229159712274027,20265.96983564039,0.9539473684210527,0.09080279466925893,0.07038609659569896,0.07038609659879722,0.03774858266137246,85878.22130159005,0.07266684879728462,0.08199308458791027
input_transformers_layers_4_ffn_gate,1.6940410714111167,0.3854004702726145,0.44806377810117093,34822.94585828476,0.9078947368421053,0.09478479339822156,0.07883213978684697,0.07883213979231239,0.04472579507770458,103777.4017370881,0.08924118398849037,0.095818990697302
input_transformers_layers_5_ffn_gate,1.3912126792977604,0.6882288623932094,0.5768111603857227,66522.23716091436,0.9473684210526315,0.13177502294141494,0.194225243427086,0.19422524346201225,0.05821638487352721,194356.13026483712,0.16875993866290342,0.12158012927398754
input_transformers_layers_6_ffn_gate,1.4089487044786795,0.6704928372108425,0.579005461363971,49859.715976500185,0.9210526315789473,0.09585502708684238,0.2890866509837891,0.289086651019874,0.0707316783416822,211398.26646262163,0.1730650847100777,0.14711436289780738
input_transformers_layers_7_ffn_gate,1.2453795793646598,0.8340619623248621,0.6246311582823835,86029.23781653884,0.9013157894736842,0.11251092110373978,0.10541714363631856,0.1054171436448882,0.0472587857755634,207270.27984904894,0.15485003020973448,0.1645985552130568
input_transformers_layers_8_ffn_gate,1.2643600912487296,0.8150814504465832,0.601966769585976,148245.67366289,0.9013157894736842,0.09291652517194117,0.30115156313203545,0.30115156317339925,0.06845131059214629,297588.6389316591,0.19270813836680015,0.08002940590118264
input_transformers_layers_9_ffn_gate,1.195088446355311,0.8843530953371063,0.6529196407985253,148185.80486389977,0.9013157894736842,0.11569070898989058,0.2608962110034551,0.2608962110316435,0.06285476446594394,295418.0960847356,0.14944495646842826,0.17180702047292515
