layer,entropy_mean,kl_uniform_mean,gini_mean,skew_mean,active_frac_mean,temporal_churn_mean,entropy_std,kl_uniform_std,gini_std,skew_std,active_frac_std,temporal_churn_std
input_transformers_layers_0_ffn_gate,0.6790626058579361,0.014084574703009197,0.07770069476556533,1.3810859597243226,1.0,0.04652745692223593,0.010502707895303956,0.010502707895303975,0.030874744191583047,0.1796924127617544,0.0,0.029737890027368204
input_transformers_layers_10_ffn_gate,0.3228105359538939,0.37033664460847937,0.3747705651145783,52642.55327030816,0.9736842105263158,0.08286048414421796,0.16957075681330874,0.16957075681602715,0.11908945005493353,223294.52741223038,0.11164843913471802,0.12381766116736188
input_transformers_layers_11_ffn_gate,0.20594261672219644,0.4872045638416047,0.4436982677741001,105309.08904995398,0.9210526315789473,0.024722211345883278,0.09271837145025834,0.09271837145660178,0.02724772502810127,306876.8252821487,0.18232113763882918,0.037673021624056585
input_transformers_layers_1_ffn_gate,0.4527830081856095,0.24036417237533575,0.32060766884142256,5.3289593754629525,1.0,0.08675526356107341,0.08888840753501387,0.08888840753501388,0.07693322582788543,2.012378973036795,0.0,0.10243265384559219
input_transformers_layers_2_ffn_gate,0.3493446582782447,0.34380252228270075,0.3810580041439155,8.434112218540134,1.0,0.03598411959309496,0.08067710024491986,0.08067710024491989,0.0676932641831976,1.9672219688110182,0.0,0.08220136800452038
input_transformers_layers_3_ffn_gate,0.4059814411616084,0.287165739399337,0.35026613153606345,8.205052217948934,1.0,0.13901967561524273,0.1137293497775432,0.1137293497775432,0.062239619741943836,8.548957687158905,0.0,0.2482868036327971
input_transformers_layers_4_ffn_gate,0.6174962086004377,0.07565097196050749,0.13619917628206,2.42529518209979,1.0,0.2437036853769517,0.11263469761812286,0.11263469761812286,0.12673733409334625,2.0261488965343593,0.0,0.21868428864458114
input_transformers_layers_5_ffn_gate,0.28917986297845805,0.40396731758391535,0.4124771129049517,52641.49827240617,0.9736842105263158,0.020924018862936093,0.08311168307892437,0.0831116830838928,0.02957609486063437,223294.77597817098,0.11164843913471802,0.04070896604524752
input_transformers_layers_6_ffn_gate,0.18373813181141718,0.5094090487523841,0.4512772209066387,105281.5272380291,0.9473684210526315,0.034302991464076255,0.09055710015508915,0.0905571001608837,0.031006284365877584,306886.24741881987,0.15344610249592897,0.05297910059514356
input_transformers_layers_7_ffn_gate,0.26457034920847855,0.42857683135389474,0.42287375353104584,52643.05314921399,0.9736842105263158,0.08614457429551359,0.07902349747376818,0.07902349747854895,0.027712996384135727,223294.40949592213,0.11164843913471802,0.2785089411243107
input_transformers_layers_8_ffn_gate,0.33023169435532085,0.3629154862070524,0.3946845906560226,52639.25693887669,0.9736842105263158,0.02183815997252606,0.07972984442400154,0.07972984442991593,0.026176102808494642,223295.3042527814,0.11164843913471802,0.039240768297959965
input_transformers_layers_9_ffn_gate,0.241413528317664,0.45173365224756523,0.42852102747708504,157907.76143037778,0.9210526315789473,0.012613741913719417,0.11846030230835712,0.11846030231708726,0.03614049627254084,364637.06892533705,0.18232113763882918,0.02463405671242759
