layer,entropy_mean,kl_uniform_mean,gini_mean,skew_mean,active_frac_mean,temporal_churn_mean,entropy_std,kl_uniform_std,gini_std,skew_std,active_frac_std,temporal_churn_std
input_transformers_layers_0_ffn_gate,1.294605526752043,0.0916888343688475,0.22046538093882187,3.059204179753059,1.0,0.06202965334647437,0.03722445982753782,0.03722445982753777,0.05150716525551459,0.749222257505066,0.0,0.033531242661202394
input_transformers_layers_10_ffn_gate,0.7998273090269725,0.5864670520953593,0.5160337492866641,38408.77991315043,0.9473684210526315,0.10574505380916914,0.15677873762191719,0.15677873762223962,0.07898858287909677,162645.78985801054,0.10192061437387939,0.16059441741092106
input_transformers_layers_11_ffn_gate,0.5177767120301242,0.8685176491008542,0.6362616534407011,132393.18806478378,0.8552631578947368,0.18489584817825336,0.14428222904568982,0.14428222906037683,0.04588309581271668,309953.86910850304,0.2193859473754351,0.35207530639290363
input_transformers_layers_1_ffn_gate,1.2705660914838188,0.11572826963707203,0.24339535353245778,3.464261334344464,1.0,0.06901953292066228,0.03803364748600481,0.03803364748600482,0.049325786133528296,0.990431321590307,0.0,0.04358226797950339
input_transformers_layers_2_ffn_gate,1.2842439559083734,0.10205040521251738,0.23284730526167208,3.1596372022210852,1.0,0.09709080602748014,0.03521854908259898,0.03521854908259898,0.03974041786569694,0.710849617353809,0.0,0.05608666194831051
input_transformers_layers_3_ffn_gate,0.7696130569961283,0.6166813041247624,0.5517221361457102,46.088402886843284,0.9605263157894737,0.1315691248561922,0.1756268801396829,0.17562688013968297,0.07410693084283132,34.84177449197238,0.09116056881941459,0.09982387634180521
input_transformers_layers_4_ffn_gate,0.7708945707877642,0.6153997903374497,0.5507499770706415,95039.51205425076,0.9342105263157895,0.20864220305379214,0.20938495278386166,0.20938495279552982,0.06867041349896692,278673.56615782983,0.17848236797698075,0.2706431186978675
input_transformers_layers_5_ffn_gate,0.5556117483210418,0.8306826128041722,0.6275888315794682,52707.751067699224,0.9210526315789473,0.05166339069878198,0.13809900488955812,0.13809900490695204,0.033581465712147845,223279.19609724183,0.19954935379083028,0.06249933756544928
input_transformers_layers_6_ffn_gate,0.8691405223912406,0.5171538387368555,0.4963785231162118,116730.49469049189,0.9342105263157895,0.26343183956547217,0.22547387961377774,0.22547387963092158,0.0808084184326682,282570.1551280494,0.17848236797698075,0.2605727760632954
input_transformers_layers_7_ffn_gate,0.7272125692951893,0.6590817918329069,0.5654470799950987,133533.68572542473,0.9078947368421053,0.18953636203657517,0.19007002086893962,0.19007002088009328,0.0728469984875432,308393.21520818176,0.18514799051934588,0.2611886638582944
input_transformers_layers_8_ffn_gate,0.8440094956366949,0.5422848654885191,0.4976090915910036,52677.397626374295,0.9078947368421053,0.14193249917233985,0.23215210095388653,0.2321521009696043,0.08508416689338313,223286.31946291775,0.1851479905193459,0.08173956056461944
input_transformers_layers_9_ffn_gate,0.4786785224769508,0.9076158386525865,0.6478872408283166,140814.53754062488,0.9078947368421053,0.042210861774463176,0.12102492705789203,0.12102492707602239,0.029107879923257158,326529.83996334893,0.21780191259535325,0.0558170562072222
