step,active_fraction
0,0.5625
100,0.7708333333333334
200,0.7291666666666666
300,0.9791666666666666
400,0.9583333333333334
500,1.0
600,0.9791666666666666
700,1.0
800,1.0
900,1.0
1000,1.0
1100,1.0
1200,1.0
1300,0.9583333333333334
1400,1.0
1500,1.0
1600,0.9583333333333334
1700,0.9791666666666666
1800,0.9791666666666666
