layer,entropy_mean,kl_uniform_mean,gini_mean,skew_mean,active_frac_mean,temporal_churn_mean,entropy_std,kl_uniform_std,gini_std,skew_std,active_frac_std,temporal_churn_std
input_transformers_layers_0_ffn_gate,1.345018831000303,0.041275530120587545,0.15182060420881904,2.1927793205942794,1.0,0.051252463722522006,0.016946393322034497,0.016946393322034504,0.02907763841807108,0.37398887790586544,0.0,0.028052289402206155
input_transformers_layers_10_ffn_gate,0.6840388617344338,0.7022554993878981,0.590100075786328,25621.475183626626,0.9868421052631579,0.0821692715634489,0.03959121192690471,0.039591211922697836,0.02898833050525005,108588.43830527746,0.05582421956735901,0.22420212859889016
input_transformers_layers_11_ffn_gate,0.6681617236339598,0.7181326374912542,0.582945357800476,52651.77295660319,0.9605263157894737,0.09807558642457806,0.17775444003322147,0.17775444004947238,0.05714517814615487,223292.35428019924,0.1674726587020771,0.17148142267688127
input_transformers_layers_1_ffn_gate,1.3358575115217048,0.050436849599185804,0.15308440685784755,2.5422650864523404,1.0,0.051487322099148185,0.023775509398871738,0.023775509398871773,0.02849082201321812,0.7656417871683955,0.0,0.03129929681581645
input_transformers_layers_2_ffn_gate,1.3008497225687072,0.08544463855218333,0.19940299700729233,3.477606459584282,1.0,0.06906970224173094,0.02624150665256656,0.02624150665256656,0.028044236788086225,0.9709303223392008,0.0,0.029991728621138077
input_transformers_layers_3_ffn_gate,0.8615332519840463,0.5247611091368443,0.5224866857363711,48.18886892422106,0.9473684210526315,0.1323291086577472,0.1416958694554575,0.14169586945545742,0.06072631573888526,33.93280591246615,0.10192061437387939,0.09375882741753053
input_transformers_layers_4_ffn_gate,0.8629272830031798,0.5233670781205929,0.4992430551896354,52481.11022096119,0.9473684210526315,0.14802423493371888,0.2260789738645738,0.2260789738753061,0.07816416587652131,222598.3112435628,0.1735645520825384,0.2407991756945816
input_transformers_layers_5_ffn_gate,0.650301786686157,0.7359925744361749,0.5967281649006362,45913.88868738799,0.9736842105263158,0.038434014444598236,0.08425862240995165,0.08425862241430314,0.02675905958755834,194695.18452466908,0.11164843913471802,0.025808194915010532
input_transformers_layers_6_ffn_gate,1.1558942521484812,0.23040010897673285,0.3062760916127417,52636.7686400626,0.9605263157894737,0.22267103635689706,0.30010571940783276,0.3001057194244846,0.14009294574758444,223295.8907854551,0.1674726587020771,0.2481939541437308
input_transformers_layers_7_ffn_gate,0.982563603131152,0.4037307579911797,0.44511987411010534,23884.599976869747,0.9868421052631579,0.20970695223879351,0.1473364038839586,0.1473364038832354,0.08537484505900024,101204.4700970588,0.05582421956735901,0.20144160962140398
input_transformers_layers_8_ffn_gate,0.6511426972529063,0.7351516638723076,0.5890609981593782,52651.19650846563,0.9605263157894737,0.04552630010811894,0.15729149951743537,0.15729149953533267,0.040799877432293415,223292.49012930653,0.1674726587020771,0.05477361595221689
input_transformers_layers_9_ffn_gate,0.6211712036733946,0.7651231574518195,0.6109741805926246,52668.67983213225,0.9605263157894737,0.046311860774324,0.15139983373131347,0.15139983374905136,0.03687821932229404,223288.36987914128,0.1674726587020771,0.055756685473814925
