layer,entropy_mean,kl_uniform_mean,gini_mean,skew_mean,active_frac_mean,temporal_churn_mean,entropy_std,kl_uniform_std,gini_std,skew_std,active_frac_std,temporal_churn_std
input_transformers_layers_0_ffn_gate,1.9921514988919655,0.08729004278887027,0.18968165546791044,5.574634439009881,0.993421052631579,0.05330207138943297,0.037233831872207426,0.037233831872207426,0.0422852856879068,6.366651430439783,0.027912109783679508,0.017226527698839866
input_transformers_layers_10_ffn_gate,1.334697289947533,0.7447442517448847,0.6224052896144386,175024.7553733527,0.881578947368421,0.07660902536364105,0.06500023676186194,0.06500023677357461,0.031545846984554905,259647.87210522272,0.09488292830168395,0.0930583235444854
input_transformers_layers_11_ffn_gate,1.5561346919683137,0.5233068497168653,0.5194863380149852,23759.728149821018,0.881578947368421,0.09522871558762518,0.10134956758433346,0.10134956759774429,0.04621100975439144,100632.02059932031,0.12482674974348866,0.09950265133942988
input_transformers_layers_1_ffn_gate,1.9556059588409322,0.1238355828399038,0.25747580994354485,6.9319013091477055,1.0,0.05476643869431949,0.049633131598865975,0.04963313159886594,0.055282410486439996,3.514634610530276,0.0,0.021953422325205713
input_transformers_layers_2_ffn_gate,1.885502286359229,0.19393925532160658,0.283638386127178,10.317565277491097,0.9802631578947368,0.046144382749847335,0.053613536602896396,0.05361353660289644,0.03697163328255002,7.794738909833714,0.045580284409707295,0.045996301123752206
input_transformers_layers_3_ffn_gate,1.675422729060343,0.4040188126248361,0.46039642917936874,36392.30464636413,0.9671052631578947,0.11379250053267083,0.11081920414583572,0.11081920415316492,0.06190266513762744,106278.09188609495,0.06837042661456094,0.07450423427144214
input_transformers_layers_4_ffn_gate,1.778907787567361,0.3005337541149224,0.39642995235994877,17653.31578339536,0.9539473684210527,0.09103634355922585,0.08483162482509754,0.08483162482984807,0.050401685413749245,74818.07893619734,0.07266684879728462,0.09332903568540002
input_transformers_layers_5_ffn_gate,1.448841761933721,0.6305997797572488,0.5457689251671006,95689.76899403664,0.9473684210526315,0.12786003670106746,0.20146956546617092,0.2014695654958095,0.06363436513265132,223020.08546751956,0.16875993866290342,0.08613555863136635
input_transformers_layers_6_ffn_gate,1.5626716362137256,0.5167699054757963,0.5130056547489054,37253.03907156985,0.9144736842105263,0.11537176239796532,0.24169082898165628,0.24169082901608638,0.07937908689971906,157904.09055370852,0.1674726587020771,0.12151192636089296
input_transformers_layers_7_ffn_gate,1.4394736791342193,0.6399678625524075,0.550429922796063,16415.599128215912,0.9736842105263158,0.1142870256669142,0.10387283080843884,0.10387283081795387,0.04063959234254248,69537.09853293223,0.11164843913471802,0.12807633318206668
input_transformers_layers_8_ffn_gate,1.3527941143965243,0.7266474273060272,0.5843691211246403,319065.453241747,0.8618421052631579,0.06991950751024342,0.1730960603594729,0.17309606038798883,0.05873307383426565,305471.7228894483,0.1398703396412454,0.05690548477053206
input_transformers_layers_9_ffn_gate,1.2928951723114488,0.7865463693824162,0.6270371030791672,133717.94633930884,0.881578947368421,0.10931393185763345,0.15320313006087263,0.15320313008568617,0.0582670229999428,259575.63258358074,0.14323382274392923,0.1754536278809891
