layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.30486953
input_transformers.layers.0.ffn.gate,1,0.19734004
input_transformers.layers.0.ffn.gate,2,0.15255712
input_transformers.layers.0.ffn.gate,3,0.34523335
input_transformers.layers.1.ffn.gate,0,0.31921372
input_transformers.layers.1.ffn.gate,1,0.0529757
input_transformers.layers.1.ffn.gate,2,0.28944573
input_transformers.layers.1.ffn.gate,3,0.33836493
input_transformers.layers.2.ffn.gate,0,0.18010423
input_transformers.layers.2.ffn.gate,1,0.36171684
input_transformers.layers.2.ffn.gate,2,0.07734259
input_transformers.layers.2.ffn.gate,3,0.38083634
input_transformers.layers.3.ffn.gate,0,0.70984286
input_transformers.layers.3.ffn.gate,1,0.038117193
input_transformers.layers.3.ffn.gate,2,0.17422222
input_transformers.layers.3.ffn.gate,3,0.07781774
input_transformers.layers.4.ffn.gate,0,0.4001743
input_transformers.layers.4.ffn.gate,1,0.067049205
input_transformers.layers.4.ffn.gate,2,0.48534122
input_transformers.layers.4.ffn.gate,3,0.04743533
input_transformers.layers.5.ffn.gate,0,0.07653056
input_transformers.layers.5.ffn.gate,1,0.08328323
input_transformers.layers.5.ffn.gate,2,0.82348573
input_transformers.layers.5.ffn.gate,3,0.016700422
input_transformers.layers.6.ffn.gate,0,0.39269453
input_transformers.layers.6.ffn.gate,1,0.056074224
input_transformers.layers.6.ffn.gate,2,0.07273621
input_transformers.layers.6.ffn.gate,3,0.4784951
input_transformers.layers.7.ffn.gate,0,0.077613585
input_transformers.layers.7.ffn.gate,1,0.20250992
input_transformers.layers.7.ffn.gate,2,0.039957155
input_transformers.layers.7.ffn.gate,3,0.67991936
input_transformers.layers.8.ffn.gate,0,0.025944628
input_transformers.layers.8.ffn.gate,1,0.81875473
input_transformers.layers.8.ffn.gate,2,0.110231176
input_transformers.layers.8.ffn.gate,3,0.045069445
input_transformers.layers.9.ffn.gate,0,0.03846837
input_transformers.layers.9.ffn.gate,1,0.06840337
input_transformers.layers.9.ffn.gate,2,0.87424517
input_transformers.layers.9.ffn.gate,3,0.018883055
input_transformers.layers.10.ffn.gate,0,0.09246402
input_transformers.layers.10.ffn.gate,1,0.057365656
input_transformers.layers.10.ffn.gate,2,0.7511423
input_transformers.layers.10.ffn.gate,3,0.09902795
input_transformers.layers.11.ffn.gate,0,0.8428429
input_transformers.layers.11.ffn.gate,1,0.06248949
input_transformers.layers.11.ffn.gate,2,0.066543244
input_transformers.layers.11.ffn.gate,3,0.028124213
