train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.006651885,0.0,0.9933481,0.0
100,1,0.05772812,0.046554934,0.83426446,0.061452515
200,2,0.09041591,0.06690778,0.8101266,0.032549728
300,3,0.06754221,0.056285176,0.8405253,0.03564728
400,4,0.045889102,0.0707457,0.8565965,0.026768642
500,5,0.050561797,0.06741573,0.8389513,0.043071162
600,6,0.053846154,0.06153846,0.86153847,0.023076924
700,7,0.05172414,0.057471264,0.85823756,0.03256705
800,8,0.067307696,0.048076924,0.86153847,0.023076924
900,9,0.056530215,0.046783626,0.87329435,0.023391813
1000,10,0.045009784,0.050880626,0.8767123,0.02739726
1100,11,0.062378168,0.02534113,0.87329435,0.038986355
1200,12,0.052427184,0.036893204,0.8699029,0.0407767
1300,13,0.045801528,0.022900764,0.8549618,0.07633588
1400,14,0.06066536,0.0332681,0.8767123,0.029354207
1500,15,0.05631068,0.04660194,0.8699029,0.027184466
1600,16,0.05511811,0.027559055,0.88188976,0.035433073
1700,17,0.05490196,0.033333335,0.8784314,0.033333335
1800,18,0.04660194,0.033009708,0.8699029,0.050485436
