train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.0,0.0,1.0,0.0
100,1,0.051660515,0.08302583,0.82656825,0.03874539
200,2,0.03954802,0.06591337,0.8436912,0.050847456
300,3,0.024390243,0.075046904,0.8405253,0.060037524
400,4,0.03041825,0.06844106,0.85171103,0.04942966
500,5,0.015296367,0.08030593,0.8565965,0.04780115
600,6,0.007518797,0.082706764,0.84210527,0.067669176
700,7,0.0251938,0.046511628,0.86821705,0.06007752
800,8,0.020992367,0.057251908,0.8549618,0.066793896
900,9,0.00967118,0.054158606,0.8665377,0.06963249
1000,10,0.019120459,0.06500956,0.8565965,0.05927342
1100,11,0.017509727,0.054474708,0.8715953,0.056420233
1200,12,0.020992367,0.053435113,0.8549618,0.07061069
1300,13,0.022900764,0.08396947,0.8549618,0.03816794
1400,14,0.013487476,0.053949904,0.86319846,0.06936416
1500,15,0.015267176,0.061068702,0.8549618,0.06870229
1600,16,0.017175572,0.06870229,0.8549618,0.059160307
1700,17,0.015444015,0.057915058,0.8648649,0.06177606
1800,18,0.013565891,0.05232558,0.86821705,0.065891474
