train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,1.0,0.0,0.0,0.0
100,1,0.25338754,0.07588076,0.60704607,0.06368563
200,2,0.30504304,0.050430503,0.55104554,0.09348094
300,3,0.21947874,0.048010975,0.61454046,0.11796982
400,4,0.1887608,0.047550432,0.64553314,0.11815562
500,5,0.25495377,0.07001321,0.59180975,0.083223246
600,6,0.014925373,0.09701493,0.8358209,0.052238807
700,7,0.19534282,0.0465718,0.57956016,0.17852522
800,8,0.12578617,0.06163522,0.56352204,0.24905661
900,9,0.17039107,0.075418994,0.6256983,0.12849163
1000,10,0.04137931,0.06551724,0.7724138,0.12068965
1100,11,0.077302635,0.04605263,0.7368421,0.13980263
1200,12,0.06867672,0.06532663,0.7504188,0.11557789
1300,13,0.04379562,0.10218978,0.81751823,0.03649635
1400,14,0.076677315,0.07348243,0.71565497,0.1341853
1500,15,0.018900344,0.08419244,0.7697595,0.12714776
1600,16,0.046511628,0.066189624,0.8014311,0.08586762
1700,17,0.06129597,0.06304728,0.78458846,0.0910683
1800,18,0.060606062,0.057040997,0.798574,0.08377896
