layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.16310696
input_transformers.layers.0.ffn.gate,1,0.05793057
input_transformers.layers.0.ffn.gate,2,0.04222137
input_transformers.layers.0.ffn.gate,3,0.15034606
input_transformers.layers.0.ffn.gate,4,0.14491592
input_transformers.layers.0.ffn.gate,5,0.15116642
input_transformers.layers.0.ffn.gate,6,0.12720571
input_transformers.layers.0.ffn.gate,7,0.16310696
input_transformers.layers.1.ffn.gate,0,0.1974863
input_transformers.layers.1.ffn.gate,1,0.037652366
input_transformers.layers.1.ffn.gate,2,0.07029465
input_transformers.layers.1.ffn.gate,3,0.19560435
input_transformers.layers.1.ffn.gate,4,0.114245966
input_transformers.layers.1.ffn.gate,5,0.18342797
input_transformers.layers.1.ffn.gate,6,0.10548992
input_transformers.layers.1.ffn.gate,7,0.09579848
input_transformers.layers.2.ffn.gate,0,0.17787975
input_transformers.layers.2.ffn.gate,1,0.18245572
input_transformers.layers.2.ffn.gate,2,0.03864355
input_transformers.layers.2.ffn.gate,3,0.17569913
input_transformers.layers.2.ffn.gate,4,0.048545934
input_transformers.layers.2.ffn.gate,5,0.030953417
input_transformers.layers.2.ffn.gate,6,0.16877468
input_transformers.layers.2.ffn.gate,7,0.17704785
input_transformers.layers.3.ffn.gate,0,0.06844094
input_transformers.layers.3.ffn.gate,1,0.021192346
input_transformers.layers.3.ffn.gate,2,0.034527026
input_transformers.layers.3.ffn.gate,3,0.21719247
input_transformers.layers.3.ffn.gate,4,0.047654074
input_transformers.layers.3.ffn.gate,5,0.060922872
input_transformers.layers.3.ffn.gate,6,0.28037897
input_transformers.layers.3.ffn.gate,7,0.2696913
input_transformers.layers.4.ffn.gate,0,0.18255956
input_transformers.layers.4.ffn.gate,1,0.064934604
input_transformers.layers.4.ffn.gate,2,0.23150353
input_transformers.layers.4.ffn.gate,3,0.05701653
input_transformers.layers.4.ffn.gate,4,0.22370067
input_transformers.layers.4.ffn.gate,5,0.18518007
input_transformers.layers.4.ffn.gate,6,0.03859473
input_transformers.layers.4.ffn.gate,7,0.016510239
input_transformers.layers.5.ffn.gate,0,0.54519707
input_transformers.layers.5.ffn.gate,1,0.037505466
input_transformers.layers.5.ffn.gate,2,0.038055442
input_transformers.layers.5.ffn.gate,3,0.05696316
input_transformers.layers.5.ffn.gate,4,0.047648776
input_transformers.layers.5.ffn.gate,5,0.051169112
input_transformers.layers.5.ffn.gate,6,0.08145271
input_transformers.layers.5.ffn.gate,7,0.14200824
input_transformers.layers.6.ffn.gate,0,0.014146998
input_transformers.layers.6.ffn.gate,1,0.0600805
input_transformers.layers.6.ffn.gate,2,0.04999182
input_transformers.layers.6.ffn.gate,3,0.036795404
input_transformers.layers.6.ffn.gate,4,0.34519285
input_transformers.layers.6.ffn.gate,5,0.1102201
input_transformers.layers.6.ffn.gate,6,0.30797276
input_transformers.layers.6.ffn.gate,7,0.07559957
input_transformers.layers.7.ffn.gate,0,0.07530736
input_transformers.layers.7.ffn.gate,1,0.04570825
input_transformers.layers.7.ffn.gate,2,0.045267176
input_transformers.layers.7.ffn.gate,3,0.074396394
input_transformers.layers.7.ffn.gate,4,0.10551537
input_transformers.layers.7.ffn.gate,5,0.06800821
input_transformers.layers.7.ffn.gate,6,0.042954333
input_transformers.layers.7.ffn.gate,7,0.542843
input_transformers.layers.8.ffn.gate,0,0.06025882
input_transformers.layers.8.ffn.gate,1,0.008219587
input_transformers.layers.8.ffn.gate,2,0.08279242
input_transformers.layers.8.ffn.gate,3,0.5993054
input_transformers.layers.8.ffn.gate,4,0.06829637
input_transformers.layers.8.ffn.gate,5,0.05524333
input_transformers.layers.8.ffn.gate,6,0.09189373
input_transformers.layers.8.ffn.gate,7,0.033990394
input_transformers.layers.9.ffn.gate,0,0.18771978
input_transformers.layers.9.ffn.gate,1,0.56878614
input_transformers.layers.9.ffn.gate,2,0.03430767
input_transformers.layers.9.ffn.gate,3,0.063849434
input_transformers.layers.9.ffn.gate,4,0.03180788
input_transformers.layers.9.ffn.gate,5,0.03582169
input_transformers.layers.9.ffn.gate,6,0.048193503
input_transformers.layers.9.ffn.gate,7,0.02951396
input_transformers.layers.10.ffn.gate,0,0.02713286
input_transformers.layers.10.ffn.gate,1,0.028197562
input_transformers.layers.10.ffn.gate,2,0.15149055
input_transformers.layers.10.ffn.gate,3,0.06488854
input_transformers.layers.10.ffn.gate,4,0.02977157
input_transformers.layers.10.ffn.gate,5,0.03188754
input_transformers.layers.10.ffn.gate,6,0.57227117
input_transformers.layers.10.ffn.gate,7,0.094360314
input_transformers.layers.11.ffn.gate,0,0.056129392
input_transformers.layers.11.ffn.gate,1,0.08464806
input_transformers.layers.11.ffn.gate,2,0.021724189
input_transformers.layers.11.ffn.gate,3,0.19429821
input_transformers.layers.11.ffn.gate,4,0.30112672
input_transformers.layers.11.ffn.gate,5,0.041273136
input_transformers.layers.11.ffn.gate,6,0.27296552
input_transformers.layers.11.ffn.gate,7,0.027834767
