train_step,log_step_index,expert_0,expert_1,expert_2,expert_3,expert_4,expert_5,expert_6,expert_7
0,0,0.31143552,0.0,0.0,0.31143552,0.0,0.06569343,0.31143552,0.0
100,1,0.10921501,0.017064847,0.102389075,0.1331058,0.09556314,0.06484642,0.040955633,0.43686005
200,2,0.19934641,0.026143791,0.04248366,0.1503268,0.068627454,0.062091503,0.03267974,0.41830066
300,3,0.046728972,0.05140187,0.06542056,0.014018691,0.12149533,0.08411215,0.018691588,0.5981308
400,4,0.057142857,0.04761905,0.052380953,0.052380953,0.0952381,0.04761905,0.03809524,0.60952383
500,5,0.054298643,0.027149322,0.07239819,0.054298643,0.1040724,0.07239819,0.036199097,0.57918555
600,6,0.05263158,0.05263158,0.03508772,0.03508772,0.10526316,0.12280702,0.03508772,0.5614035
700,7,0.03196347,0.08219178,0.02739726,0.06392694,0.10958904,0.07762557,0.02283105,0.58447486
800,8,0.072961375,0.051502146,0.042918455,0.060085837,0.115879826,0.060085837,0.047210302,0.5493562
900,9,0.06306306,0.072072074,0.04054054,0.04954955,0.14864865,0.036036037,0.013513514,0.5765766
1000,10,0.042857144,0.042857144,0.04761905,0.03809524,0.09047619,0.0952381,0.033333335,0.60952383
1100,11,0.05882353,0.05882353,0.04411765,0.05882353,0.073529415,0.05882353,0.019607844,0.627451
1200,12,0.04,0.06666667,0.04,0.10222222,0.10222222,0.044444446,0.035555556,0.5688889
1300,13,0.054545455,0.036363635,0.036363635,0.018181818,0.16363636,0.09090909,0.018181818,0.58181816
1400,14,0.032258064,0.041474655,0.05529954,0.07373272,0.10599078,0.07373272,0.02764977,0.58986175
1500,15,0.0456621,0.05022831,0.03652968,0.0456621,0.15525115,0.06392694,0.01826484,0.58447486
1600,16,0.043269232,0.052884616,0.033653848,0.03846154,0.15384616,0.048076924,0.014423077,0.61538464
1700,17,0.055813953,0.03255814,0.05116279,0.06511628,0.10232558,0.069767445,0.027906977,0.59534883
1800,18,0.05882353,0.05882353,0.034313727,0.04901961,0.09313726,0.05392157,0.024509804,0.627451
