layer,expert,mean_util
input_transformers.layers.0.ffn.gate,0,0.58727384
input_transformers.layers.0.ffn.gate,1,0.41272616
input_transformers.layers.1.ffn.gate,0,0.8797697
input_transformers.layers.1.ffn.gate,1,0.120230414
input_transformers.layers.2.ffn.gate,0,0.1990559
input_transformers.layers.2.ffn.gate,1,0.8009441
input_transformers.layers.3.ffn.gate,0,0.25271282
input_transformers.layers.3.ffn.gate,1,0.7472872
input_transformers.layers.4.ffn.gate,0,0.8890915
input_transformers.layers.4.ffn.gate,1,0.11090851
input_transformers.layers.5.ffn.gate,0,0.042890612
input_transformers.layers.5.ffn.gate,1,0.95710933
input_transformers.layers.6.ffn.gate,0,0.034093726
input_transformers.layers.6.ffn.gate,1,0.96590626
input_transformers.layers.7.ffn.gate,0,0.7856095
input_transformers.layers.7.ffn.gate,1,0.21439046
input_transformers.layers.8.ffn.gate,0,0.9459629
input_transformers.layers.8.ffn.gate,1,0.054037113
input_transformers.layers.9.ffn.gate,0,0.09580488
input_transformers.layers.9.ffn.gate,1,0.9041953
input_transformers.layers.10.ffn.gate,0,0.47190666
input_transformers.layers.10.ffn.gate,1,0.5280933
input_transformers.layers.11.ffn.gate,0,0.042935636
input_transformers.layers.11.ffn.gate,1,0.95706445
