train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.8231511,0.12540193,0.025723472,0.025723472
100,1,0.44214162,0.015544041,0.2746114,0.26770294
200,2,0.3809524,0.083333336,0.3482143,0.1875
300,3,0.5278351,0.030927835,0.27216494,0.16907217
400,4,0.558952,0.024017468,0.27292576,0.14410481
500,5,0.4429066,0.05017301,0.35121107,0.15570934
600,6,0.4923077,0.015384615,0.25384617,0.23846154
700,7,0.40764332,0.06528662,0.3678344,0.15923567
800,8,0.41091493,0.09309791,0.31621188,0.17977528
900,9,0.5423729,0.086864404,0.23728813,0.13347457
1000,10,0.5778781,0.018058691,0.29119638,0.11286682
1100,11,0.5804989,0.03628118,0.2585034,0.12471655
1200,12,0.5069307,0.03960396,0.34059405,0.11287129
1300,13,0.49612403,0.031007752,0.37209302,0.1007752
1400,14,0.5059289,0.023715414,0.33596838,0.13438736
1500,15,0.5663717,0.015486726,0.32300884,0.095132746
1600,16,0.58581233,0.018306635,0.3112128,0.08466819
1700,17,0.57270694,0.022371365,0.31543624,0.08948546
1800,18,0.5995316,0.014051522,0.25526932,0.13114753
