train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.3133415,0.06119951,0.3133415,0.31211752
100,1,0.28412876,0.14761376,0.28412876,0.28412876
200,2,0.2819383,0.15418503,0.2819383,0.2819383
300,3,0.2819383,0.15418503,0.2819383,0.2819383
400,4,0.28507796,0.16369711,0.266147,0.28507796
500,5,0.29024944,0.1292517,0.29024944,0.29024944
600,6,0.29493088,0.115207374,0.29493088,0.29493088
700,7,0.279476,0.16157205,0.279476,0.279476
800,8,0.2962963,0.11111111,0.2962963,0.2962963
900,9,0.28699553,0.13901345,0.28699553,0.28699553
1000,10,0.29698375,0.109048724,0.29698375,0.29698375
1100,11,0.29290617,0.12128147,0.29290617,0.29290617
1200,12,0.295612,0.11316397,0.295612,0.295612
1300,13,0.30769232,0.07692308,0.30769232,0.30769232
1400,14,0.29425287,0.11724138,0.29425287,0.29425287
1500,15,0.30548927,0.08353222,0.30548927,0.30548927
1600,16,0.29257143,0.122285716,0.29257143,0.29257143
1700,17,0.29290617,0.12128147,0.29290617,0.29290617
1800,18,0.2919042,0.124287345,0.2919042,0.2919042
