train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,1.0,0.0,0.0,0.0
100,1,0.23541667,0.15,0.53333336,0.08125
200,2,0.34274194,0.06586021,0.34408602,0.24731183
300,3,0.12658228,0.06329114,0.4050633,0.4050633
400,4,0.07116105,0.06554307,0.47940075,0.38389513
500,5,0.11201629,0.073319755,0.52138495,0.29327902
600,6,0.040816326,0.12244898,0.6530612,0.18367347
700,7,0.15239726,0.08219178,0.43835616,0.3270548
800,8,0.23076923,0.1,0.4923077,0.17692308
900,9,0.17030568,0.08733624,0.558952,0.18340611
1000,10,0.10025707,0.110539846,0.6580977,0.1311054
1100,11,0.14805825,0.07524272,0.6213592,0.1553398
1200,12,0.24470136,0.08285164,0.49325627,0.17919075
1300,13,0.17821783,0.13861386,0.63366336,0.04950495
1400,14,0.17219917,0.097510375,0.53112036,0.19917013
1500,15,0.17204301,0.08387097,0.55053765,0.19354838
1600,16,0.1615925,0.08196721,0.5995316,0.15690866
1700,17,0.18706697,0.09699769,0.591224,0.12471132
1800,18,0.15419501,0.07256236,0.5804989,0.19274376
