train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.28162816,0.210121,0.22662266,0.28162816
100,1,0.2824074,0.1886574,0.2326389,0.2962963
200,2,0.27389276,0.22610722,0.2016317,0.2983683
300,3,0.24101198,0.2276964,0.19041279,0.3408788
400,4,0.23670213,0.24335106,0.17952128,0.34042552
500,5,0.26383525,0.24581724,0.16087516,0.32947233
600,6,0.221519,0.25949368,0.11392405,0.4050633
700,7,0.27490997,0.22689076,0.19087635,0.30732292
800,8,0.2809524,0.21309523,0.20119047,0.30476192
900,9,0.27512562,0.19849247,0.20477387,0.32160804
1000,10,0.2338177,0.24174373,0.18626156,0.33817703
1100,11,0.23571429,0.24571429,0.15285714,0.36571428
1200,12,0.2717949,0.23589744,0.16410257,0.32820514
1300,13,0.19512194,0.27439025,0.1402439,0.3902439
1400,14,0.22207792,0.22207792,0.22337662,0.33246753
1500,15,0.24213406,0.24897401,0.15868673,0.3502052
1600,16,0.22657342,0.21958043,0.1958042,0.35804197
1700,17,0.2613941,0.22654155,0.1689008,0.34316355
1800,18,0.25605094,0.23821656,0.17961784,0.32611465
