train_step,log_step_index,expert_0,expert_1,expert_2,expert_3
0,0,0.30658683,0.11856288,0.30658683,0.26826346
100,1,0.29357797,0.13990825,0.27293578,0.29357797
200,2,0.28959277,0.14705883,0.27375567,0.28959277
300,3,0.30512515,0.18355185,0.23241955,0.27890345
400,4,0.3248731,0.22208121,0.20304568,0.25
500,5,0.3137255,0.20465687,0.24019608,0.24142157
600,6,0.31683168,0.17821783,0.21782178,0.28712872
700,7,0.27645788,0.27645788,0.23542117,0.21166307
800,8,0.28539577,0.2742475,0.16722408,0.27313265
900,9,0.2886133,0.2626832,0.22096956,0.22773394
1000,10,0.2945915,0.24395858,0.22094361,0.24050634
1100,11,0.32862645,0.25288832,0.20795892,0.21052632
1200,12,0.2746781,0.2746781,0.19742489,0.2532189
1300,13,0.3018868,0.18396227,0.25943395,0.254717
1400,14,0.27978143,0.27978143,0.24699454,0.19344263
1500,15,0.30367735,0.30367735,0.19098458,0.20166074
1600,16,0.27795875,0.26927254,0.24104235,0.21172638
1700,17,0.2819383,0.2819383,0.23788546,0.19823788
1800,18,0.28039432,0.28039432,0.24534501,0.19386637
