step,time_sec,train_neg_log_ppl,val_neg_log_ppl
1,1.4503180980682373,-14.170862,
2,1.9742136001586914,-14.35811,
3,2.525928020477295,-13.736796,
4,3.077618360519409,-12.751723,
5,3.629488229751587,-11.0427,
6,4.183490037918091,-9.012252,
7,4.736528635025024,-6.662777,
8,5.2906177043914795,-3.9672427,
9,5.8455259799957275,-1.6368563,
10,6.400456190109253,-1.1948127,
11,6.955374479293823,-1.1740394,
12,7.5100016593933105,-1.398132,
13,8.064656972885132,-1.6575885,
14,8.619946002960205,-1.6736681,
15,9.176342248916626,-2.0737336,
16,9.73146367073059,-2.2887454,
17,10.286142587661743,-2.077482,
18,10.842957258224487,-2.575284,
19,11.3991219997406,-3.083887,
20,11.961775541305542,-3.0034566,
21,12.519062042236328,-3.2090611,
22,13.07650089263916,-3.3569074,
23,13.634400844573975,-3.100091,
24,14.191978931427002,-3.290595,
25,14.74856972694397,-3.1543522,
26,16.019091844558716,-3.6288714,
27,16.576499700546265,-3.837648,
28,17.13543176651001,-3.8694172,
29,17.694920778274536,-4.232667,
30,18.25468897819519,-4.1932535,
31,18.81430220603943,-3.5589495,
32,19.374751329421997,-4.6053233,
33,19.93701410293579,-4.127762,
34,20.49853014945984,-4.072615,
35,21.059884786605835,-4.613087,
36,21.621451377868652,-4.4718776,
37,22.182441473007202,-4.590666,
38,22.744271516799927,-4.671422,
39,23.305761337280273,-4.205185,
40,23.867008209228516,-4.760195,
41,24.429312229156494,-4.815528,
42,24.992676734924316,-4.0490055,
43,25.55550265312195,-4.7104144,
44,26.11739492416382,-5.3663344,
45,26.679446935653687,-4.9732037,
46,27.242361545562744,-5.1028614,
47,27.806024074554443,-5.1580567,
48,28.369104623794556,-4.6036816,
49,28.932989835739136,-4.7415857,
50,29.480114459991455,-4.4148407,
51,30.80837082862854,-4.9306383,
52,31.370208263397217,-5.0796146,
53,31.93574333190918,-4.986481,
54,32.501147508621216,-5.288003,
55,33.066383600234985,-5.087782,
56,33.63110828399658,-4.18746,
57,34.19653630256653,-5.249611,
58,34.761558532714844,-4.5769796,
59,35.32740020751953,-4.399437,
60,35.89280891418457,-4.8769403,
61,36.458818674087524,-4.6328917,
62,37.024492502212524,-4.6779585,
63,37.59102439880371,-4.687027,
64,38.157896518707275,-4.165416,
65,38.7250018119812,-4.6701927,
66,39.29230332374573,-4.687807,
67,39.859405517578125,-3.922811,
68,40.42598080635071,-4.551944,
69,40.99241590499878,-5.1607776,
70,41.55953574180603,-4.7637496,
71,42.12612962722778,-4.8661966,
72,42.69327402114868,-4.9091425,
73,43.26122188568115,-4.37979,
74,43.83037710189819,-4.5247335,
75,44.38113522529602,-4.229994,
76,45.64717483520508,-4.756752,
77,46.213337421417236,-4.9229994,
78,46.78100514411926,-4.8503265,
79,47.3491473197937,-5.1677003,
80,47.91826343536377,-4.9739046,
81,48.48780918121338,-4.1061773,
82,49.05740141868591,-5.1714573,
83,49.626543045043945,-4.540613,
84,50.196096897125244,-4.4058285,
85,50.766417264938354,-4.9241214,
86,51.336505651474,-4.701533,
87,51.90669083595276,-4.742333,
88,52.477813720703125,-4.7362933,
89,53.04765439033508,-4.2002535,
90,53.6176278591156,-4.708338,
91,54.188607931137085,-4.7302866,
92,54.75974154472351,-3.9579139,
93,55.330034494400024,-4.590885,
94,55.90063238143921,-5.189517,
95,56.47172570228577,-4.7624006,
96,57.04280209541321,-4.8422265,
97,57.613688945770264,-4.877268,
98,58.185227155685425,-4.3587704,
99,58.75598764419556,-4.511732,
100,59.52819299697876,-4.220078,
101,60.78556799888611,-4.731009,
102,61.35653758049011,-4.866729,
103,61.92952823638916,-4.7715554,
104,62.50277304649353,-5.081826,
105,63.07478666305542,-4.88324,
106,63.64619493484497,-4.037673,
107,64.21875739097595,-5.1136456,
108,64.7907943725586,-4.502575,
109,65.36295890808105,-4.383978,
110,65.9347596168518,-4.917014,
111,66.50757193565369,-4.6790533,
112,67.07930636405945,-4.717988,
113,67.65138816833496,-4.7109756,
114,68.22402620315552,-4.1960616,
115,68.79688215255737,-4.7256913,
116,69.36947250366211,-4.749211,
117,69.94232439994812,-3.959814,
118,70.5147032737732,-4.5751095,
119,71.0869562625885,-5.135515,
120,71.65947961807251,-4.7040825,
121,72.23115468025208,-4.784499,
122,72.80461287498474,-4.8268027,
123,73.37720394134521,-4.3138604,
124,73.94978427886963,-4.43478,
125,74.50545144081116,-4.1116233,
126,75.81681823730469,-4.575984,
127,76.388991355896,-4.7080774,
128,76.96155309677124,-4.6254754,
129,77.53434610366821,-4.9564037,
130,78.10792899131775,-4.5686464,
131,78.6798484325409,-3.7148693,
132,79.25286650657654,-4.8947763,
133,79.82646632194519,-3.7954216,
134,80.40089321136475,-3.552771,
135,80.97472524642944,-2.3707957,
136,81.54719734191895,-5.247431,
137,82.1202917098999,-5.2766075,
138,82.69357490539551,-4.268252,
139,83.26634502410889,-1.604365,
140,83.84000039100647,-1.2513527,
141,84.41280317306519,-1.0761878,
142,84.98680019378662,-0.6081878,
143,85.56005120277405,-1.0578716,
144,86.1321976184845,-1.4567583,
145,86.7061185836792,-1.4958847,
146,87.28019332885742,-1.1886667,
147,87.8526816368103,-1.0529354,
148,88.42666053771973,-0.8654916,
149,89.00081515312195,-0.5682407,
150,89.55619621276855,-0.7592149,
151,90.76901745796204,-0.67026174,
152,91.34096026420593,-0.72334063,
153,91.91443848609924,-0.6698393,
154,92.48739314079285,-1.2720419,
155,93.06190609931946,-0.8860262,
156,93.63588523864746,-0.66891766,
157,94.21080303192139,-0.7692529,
158,94.78537726402283,-0.8443842,
159,95.35942053794861,-0.5824832,
160,95.93283867835999,-0.77397823,
161,96.50659346580505,-0.59335184,
162,97.08031797409058,-0.7160565,
163,97.65329194068909,-0.6012609,
164,98.22766590118408,-0.5513248,
165,98.80212235450745,-0.6653675,
166,99.37692332267761,-0.8345542,
167,99.95117449760437,-0.5279367,
168,100.5254259109497,-0.8293662,
169,101.09892296791077,-0.9600545,
170,101.67229986190796,-1.0763395,
171,102.24685072898865,-0.88247424,
172,102.81994009017944,-0.7098541,
173,103.39303421974182,-0.7633791,
174,103.96718573570251,-0.6638975,
175,104.52470088005066,-0.5275703,
176,105.83551859855652,-0.59641117,
177,106.4077353477478,-0.58510745,
178,106.98127937316895,-0.56488985,
179,107.5545437335968,-0.6937767,
180,108.12831687927246,-0.66208136,
181,108.70225858688354,-0.71549773,
182,109.27636647224426,-0.9232675,
183,109.85057544708252,-0.5587015,
184,110.4241840839386,-0.6492902,
185,110.99847841262817,-0.75514305,
186,111.57212948799133,-0.6116115,
187,112.14673185348511,-0.8964547,
188,112.72267866134644,-0.6125002,
189,113.29653787612915,-0.6640497,
190,113.87121295928955,-0.67766225,
191,114.44565105438232,-0.58834994,
192,115.01963686943054,-0.49383134,
193,115.59362196922302,-0.9424263,
194,116.16723918914795,-0.7396812,
195,116.7413182258606,-0.8633741,
196,117.31672954559326,-0.60955083,
197,117.89076709747314,-0.590461,
198,118.46515107154846,-0.582794,
199,119.03879928588867,-0.5842234,
200,119.79902768135071,-0.62180954,
201,121.0942268371582,-0.6725879,
202,121.6658844947815,-0.67716634,
203,122.2397255897522,-0.61806494,
204,122.8136339187622,-0.9437633,
205,123.38748550415039,-1.004775,
206,123.96138834953308,-0.6076999,
207,124.53662347793579,-0.71864474,
208,125.10959601402283,-0.58225787,
209,125.6839005947113,-0.6628753,
210,126.25787448883057,-0.68376577,
211,126.8319959640503,-0.70299506,
212,127.40635538101196,-0.7207484,
213,127.9803671836853,-0.6662221,
214,128.55461502075195,-0.5712935,
215,129.1288866996765,-0.6100631,
